rel_core_size,abs_core_size,construction_time_ms,time_ms
0.05,4075286,277823177000,14.611206
0.05,4075286,277823177000,3.637962
0.05,4075286,277823177000,11.175297
0.05,4075286,277823177000,5.7469019999999995
0.05,4075286,277823177000,5.911015000000001
0.05,4075286,277823177000,4.819842
0.05,4075286,277823177000,4.843716
0.05,4075286,277823177000,6.280252
0.05,4075286,277823177000,5.171589
0.05,4075286,277823177000,7.284372
0.05,4075286,277823177000,8.333237
0.05,4075286,277823177000,3.272231
0.05,4075286,277823177000,4.312341
0.05,4075286,277823177000,6.125291
0.05,4075286,277823177000,7.034621
0.05,4075286,277823177000,4.951154
0.05,4075286,277823177000,4.467411
0.05,4075286,277823177000,7.251362
0.05,4075286,277823177000,7.852499000000001
0.05,4075286,277823177000,5.738413
0.05,4075286,277823177000,4.642001
0.05,4075286,277823177000,3.366397
0.05,4075286,277823177000,4.948366
0.05,4075286,277823177000,3.3398920000000003
0.05,4075286,277823177000,3.423493
0.05,4075286,277823177000,4.883335
0.05,4075286,277823177000,3.2492810000000003
0.05,4075286,277823177000,4.633975
0.05,4075286,277823177000,4.755874
0.05,4075286,277823177000,4.761799
0.05,4075286,277823177000,4.225436
0.05,4075286,277823177000,3.352408
0.05,4075286,277823177000,2.361495
0.05,4075286,277823177000,2.318469
0.05,4075286,277823177000,4.795899
0.05,4075286,277823177000,3.892065
0.05,4075286,277823177000,3.811397
0.05,4075286,277823177000,3.785287
0.05,4075286,277823177000,3.79059
0.05,4075286,277823177000,2.342369
0.05,4075286,277823177000,4.806366000000001
0.05,4075286,277823177000,5.679996
0.05,4075286,277823177000,4.823171
0.05,4075286,277823177000,3.14003
0.05,4075286,277823177000,2.298823
0.05,4075286,277823177000,4.476578
0.05,4075286,277823177000,2.3609400000000003
0.05,4075286,277823177000,3.9234350000000004
0.05,4075286,277823177000,3.812754
0.05,4075286,277823177000,2.198369
0.05,4075286,277823177000,4.873219
0.05,4075286,277823177000,3.506973
0.05,4075286,277823177000,2.440424
0.05,4075286,277823177000,2.530517
0.05,4075286,277823177000,2.646759
0.05,4075286,277823177000,4.320788
0.05,4075286,277823177000,3.096305
0.05,4075286,277823177000,4.093699
0.05,4075286,277823177000,4.759107
0.05,4075286,277823177000,3.5666230000000003
0.05,4075286,277823177000,3.0544550000000004
0.05,4075286,277823177000,2.748594
0.05,4075286,277823177000,2.191687
0.05,4075286,277823177000,4.270403
0.05,4075286,277823177000,3.635138
0.05,4075286,277823177000,2.26403
0.05,4075286,277823177000,2.957129
0.05,4075286,277823177000,2.020945
0.05,4075286,277823177000,3.884205
0.05,4075286,277823177000,2.1022
0.05,4075286,277823177000,5.429113999999999
0.05,4075286,277823177000,4.8684009999999995
0.05,4075286,277823177000,3.490551
0.05,4075286,277823177000,2.509097
0.05,4075286,277823177000,1.7189830000000001
0.05,4075286,277823177000,2.891706
0.05,4075286,277823177000,2.32167
0.05,4075286,277823177000,3.172622
0.05,4075286,277823177000,2.595957
0.05,4075286,277823177000,2.033557
0.05,4075286,277823177000,1.8518919999999999
0.05,4075286,277823177000,3.201835
0.05,4075286,277823177000,4.146312
0.05,4075286,277823177000,3.375581
0.05,4075286,277823177000,2.0985959999999997
0.05,4075286,277823177000,2.401186
0.05,4075286,277823177000,2.7548690000000002
0.05,4075286,277823177000,2.909901
0.05,4075286,277823177000,2.745505
0.05,4075286,277823177000,2.705045
0.05,4075286,277823177000,2.6963809999999997
0.05,4075286,277823177000,2.886445
0.05,4075286,277823177000,3.1293409999999997
0.05,4075286,277823177000,4.13945
0.05,4075286,277823177000,3.1669300000000002
0.05,4075286,277823177000,2.788062
0.05,4075286,277823177000,2.937523
0.05,4075286,277823177000,3.3063279999999997
0.05,4075286,277823177000,1.8984830000000001
0.05,4075286,277823177000,4.240528
0.05,4075286,277823177000,2.69848
0.05,4075286,277823177000,3.431038
0.05,4075286,277823177000,2.137712
0.05,4075286,277823177000,2.459925
0.05,4075286,277823177000,2.675122
0.05,4075286,277823177000,2.352989
0.05,4075286,277823177000,2.214206
0.05,4075286,277823177000,3.1289510000000003
0.05,4075286,277823177000,2.115885
0.05,4075286,277823177000,2.610009
0.05,4075286,277823177000,2.992189
0.05,4075286,277823177000,1.868138
0.05,4075286,277823177000,4.797392
0.05,4075286,277823177000,3.068579
0.05,4075286,277823177000,2.0008500000000002
0.05,4075286,277823177000,2.4597569999999997
0.05,4075286,277823177000,3.649756
0.05,4075286,277823177000,2.7394
0.05,4075286,277823177000,3.004607
0.05,4075286,277823177000,3.573661
0.05,4075286,277823177000,3.6860869999999997
0.05,4075286,277823177000,2.5031749999999997
0.05,4075286,277823177000,2.009889
0.05,4075286,277823177000,2.4136100000000003
0.05,4075286,277823177000,3.0916989999999998
0.05,4075286,277823177000,1.8496350000000001
0.05,4075286,277823177000,2.914888
0.05,4075286,277823177000,2.815664
0.05,4075286,277823177000,2.25021
0.05,4075286,277823177000,2.006634
