parking_set_type,parking_set_size,time_ms,path_distance
ev,56011,3.146422,27942851
ev,56011,8.912230000000001,296068278
ev,56011,3.699208,25357017
ev,56011,8.714332,150706103
ev,56011,3.2956600000000003,80791261
ev,56011,8.446351,NaN
ev,56011,3.735796,108254761
ev,56011,6.808432,282916139
ev,56011,2.647988,34570210
ev,56011,4.97166,101191862
ev,56011,2.529051,10758368
ev,56011,3.01851,89562998
ev,56011,2.714476,153625960
ev,56011,5.931737,209733612
ev,56011,4.666885,366209752
ev,56011,3.006307,150601851
ev,56011,8.684273,NaN
ev,56011,9.047507,NaN
ev,56011,1.584198,NaN
ev,56011,2.372856,101745739
ev,56011,5.307145,226686531
ev,56011,4.192529,100189117
ev,56011,10.112707,NaN
ev,56011,5.395795,215819510
ev,56011,4.5963389999999995,110803723
ev,56011,6.380774,NaN
ev,56011,4.685204,93744046
ev,56011,10.577185,NaN
ev,56011,2.076455,22639841
ev,56011,3.86034,88149216
ev,56011,9.053646,NaN
ev,56011,2.994632,24764555
ev,56011,2.366388,78473329
ev,56011,8.693055999999999,NaN
ev,56011,3.4993540000000003,NaN
ev,56011,3.371156,148939081
ev,56011,3.981363,81372512
ev,56011,1.5405550000000001,NaN
ev,56011,7.156946,164221879
ev,56011,10.83338,NaN
ev,56011,7.341173,NaN
ev,56011,2.1726110000000003,74816615
ev,56011,12.783472,NaN
ev,56011,10.84282,NaN
ev,56011,2.0892969999999997,74756946
ev,56011,2.269573,30477975
ev,56011,5.835326,NaN
ev,56011,5.176031,235071214
ev,56011,3.338759,91683822
ev,56011,5.774939,223831313
ev,56011,8.827021,NaN
ev,56011,4.364365,88078817
ev,56011,11.756076,NaN
ev,56011,4.282869,222322645
ev,56011,4.698443,243183317
ev,56011,10.748448000000002,NaN
ev,56011,6.126404,151469891
ev,56011,2.8645709999999998,153962241
ev,56011,3.025369,95843768
ev,56011,2.41691,28013773
ev,56011,2.461342,NaN
ev,56011,11.403039,NaN
ev,56011,5.270121,228202204
ev,56011,2.13571,36683768
ev,56011,2.169081,26164953
ev,56011,10.375334,NaN
ev,56011,7.058364999999999,158011130
ev,56011,10.677332,NaN
ev,56011,3.889125,NaN
ev,56011,6.482922,213699721
ev,56011,2.185499,NaN
ev,56011,7.8689789999999995,93373484
ev,56011,2.13673,10544919
ev,56011,2.5965559999999996,100939662
ev,56011,1.6037510000000001,NaN
ev,56011,4.611281,144265739
ev,56011,3.295458,22272206
ev,56011,2.333411,81475516
ev,56011,3.127609,31307637
ev,56011,3.927087,97926775
ev,56011,7.947658,NaN
ev,56011,3.8803549999999998,NaN
ev,56011,11.044437,NaN
ev,56011,3.272365,78934281
ev,56011,2.66109,20582618
ev,56011,5.047853,304189089
ev,56011,3.497007,31778461
ev,56011,3.205959,NaN
ev,56011,9.127446,315264278
ev,56011,2.5279719999999997,83570763
ev,56011,2.2403530000000003,79654210
ev,56011,4.620155,222072955
ev,56011,10.368934,NaN
ev,56011,8.208601,168637787
ev,56011,4.692454000000001,107028709
ev,56011,5.705926,NaN
ev,56011,2.721509,97732122
ev,56011,5.336391,348260068
ev,56011,3.090792,27660314
ev,56011,4.16362,NaN
ev,56011,3.381641,30944973
ev,56011,2.447032,20442588
ev,56011,4.186848,103597344
ev,56011,5.376308,111566662
ev,56011,9.95452,NaN
ev,56011,4.062728,NaN
ev,56011,3.350404,36003090
ev,56011,3.762076,147785470
ev,56011,10.140243,NaN
ev,56011,5.5950940000000005,157800191
ev,56011,3.68585,235508479
ev,56011,4.341289,88603162
ev,56011,3.490879,100797450
ev,56011,9.379966,233145412
ev,56011,1.624822,NaN
ev,56011,3.37007,228936386
ev,56011,3.7026160000000004,NaN
ev,56011,5.237294,90149456
ev,56011,4.145455999999999,250665909
ev,56011,1.900375,21087619
ev,56011,3.725598,221178371
ev,56011,10.794084,NaN
ev,56011,2.76475,13895429
ev,56011,8.080826,NaN
ev,56011,2.932861,31589977
ev,56011,3.901294,208114112
ev,56011,5.09886,NaN
ev,56011,13.582056,NaN
ev,56011,2.799208,28994447
ev,56011,2.11562,4367036
ev,56011,2.938656,97097259
ev,56011,6.861611999999999,NaN
ev,56011,3.742977,90246809
ev,56011,1.611621,NaN
ev,56011,10.627591,NaN
ev,56011,3.9432240000000003,164362751
ev,56011,6.491299,237563377
ev,56011,4.366557,NaN
ev,56011,4.920679,NaN
ev,56011,3.401913,NaN
ev,56011,7.099238,NaN
ev,56011,9.935951,293125395
ev,56011,2.109257,9196603
ev,56011,2.5428059999999997,115104078
ev,56011,3.016529,76627257
ev,56011,5.254435,NaN
ev,56011,9.153514999999999,NaN
ev,56011,6.1032910000000005,NaN
ev,56011,2.7928800000000003,15879510
ev,56011,5.075207,155042692
ev,56011,7.1592210000000005,171399918
ev,56011,4.314935,NaN
ev,56011,4.005971,76265093
ev,56011,2.4823470000000003,102376392
ev,56011,4.068478000000001,229915248
ev,56011,3.104221,32342563
ev,56011,3.284659,228117078
ev,56011,4.076436,155134379
ev,56011,9.118697000000001,NaN
ev,56011,3.166482,32632618
ev,56011,1.5718590000000001,NaN
ev,56011,8.440902999999999,294783976
ev,56011,2.503231,99065842
ev,56011,7.050361,NaN
ev,56011,2.694312,90621480
ev,56011,4.581988,166468296
ev,56011,3.101679,19872783
ev,56011,4.213802,214077626
ev,56011,15.745873000000001,NaN
ev,56011,4.968662,173882789
ev,56011,2.991391,27805512
ev,56011,6.058902,NaN
ev,56011,5.1303149999999995,236304245
ev,56011,2.143722,7156470
ev,56011,2.881258,21138559
ev,56011,10.338989,NaN
ev,56011,2.58555,100428296
ev,56011,2.212487,32526100
ev,56011,2.039575,NaN
ev,56011,7.136913,NaN
ev,56011,7.235167,NaN
ev,56011,2.864977,76731692
ev,56011,4.345931,88760474
ev,56011,5.32702,102135840
ev,56011,15.221708,NaN
ev,56011,9.297311,NaN
ev,56011,12.025325,NaN
ev,56011,3.216423,161356978
ev,56011,2.334951,88881784
ev,56011,4.561647000000001,87594650
ev,56011,2.0548469999999996,7471347
ev,56011,5.560271999999999,NaN
ev,56011,4.032709,244762635
ev,56011,2.9788959999999998,NaN
ev,56011,2.34152,27880818
ev,56011,4.784464000000001,NaN
ev,56011,2.1375550000000003,23952439
ev,56011,2.789269,12184163
ev,56011,3.1972,150066547
ev,56011,5.453564999999999,155762820
ev,56011,3.849601,165170714
ev,56011,2.121375,83586542
ev,56011,2.048415,25364580
ev,56011,4.95622,309400279
ev,56011,2.909401,7078697
ev,56011,3.9154020000000003,103803493
ev,56011,2.278327,24376786
ev,56011,1.774082,32187575
ev,56011,11.125207999999999,NaN
ev,56011,2.8480480000000004,34072156
ev,56011,9.725323,NaN
ev,56011,6.546149000000001,143303486
ev,56011,3.1470380000000002,159450670
ev,56011,2.414143,76917832
ev,56011,3.2009489999999996,NaN
ev,56011,2.961222,36465441
ev,56011,15.497603,NaN
ev,56011,6.572948,NaN
ev,56011,1.916129,30035240
ev,56011,10.726711,NaN
ev,56011,2.428982,93356090
ev,56011,2.859835,19510273
ev,56011,11.015357999999999,NaN
ev,56011,4.273954,154884942
ev,56011,6.667488,NaN
ev,56011,9.511468,NaN
ev,56011,1.461908,NaN
ev,56011,4.65538,81742035
ev,56011,1.8068,NaN
ev,56011,3.854072,91370258
ev,56011,4.993799,168172676
ev,56011,2.340773,75358436
ev,56011,2.22384,145549511
ev,56011,3.3654420000000003,NaN
ev,56011,2.589636,32385289
ev,56011,2.639949,32205541
ev,56011,4.127394000000001,159337781
ev,56011,2.0901,2909387
ev,56011,2.654351,NaN
ev,56011,4.929508,NaN
ev,56011,8.759823,NaN
ev,56011,2.961061,24754375
ev,56011,10.532374,NaN
ev,56011,2.0061020000000003,25230437
ev,56011,6.167434999999999,NaN
ev,56011,2.587072,NaN
ev,56011,2.9789640000000004,76376647
ev,56011,4.269745,113923206
ev,56011,1.5901319999999999,NaN
ev,56011,4.1101410000000005,298892725
ev,56011,3.076883,80536764
ev,56011,1.9634869999999998,NaN
ev,56011,3.303973,25468540
ev,56011,11.672115999999999,NaN
ev,56011,4.163591,35832105
ev,56011,3.083662,183992932
ev,56011,2.566493,29590450
ev,56011,4.812105,NaN
ev,56011,4.346983,NaN
ev,56011,5.079178,241602905
ev,56011,3.43995,101220960
ev,56011,2.669391,28231283
ev,56011,3.413656,NaN
ev,56011,4.239887,235717557
ev,56011,5.1270999999999995,231083144
ev,56011,2.731938,85245711
ev,56011,14.410677999999999,NaN
ev,56011,5.0050490000000005,147183102
ev,56011,2.587666,91515374
ev,56011,4.651266000000001,262060375
ev,56011,2.91967,19650496
ev,56011,5.1061939999999995,NaN
ev,56011,6.142004,NaN
ev,56011,7.5984110000000005,NaN
ev,56011,12.722351,NaN
ev,56011,5.493118,NaN
ev,56011,3.622868,NaN
ev,56011,3.4584960000000002,77262588
ev,56011,2.0664279999999997,10124564
ev,56011,2.434517,35730752
ev,56011,6.161384,174320837
ev,56011,4.619289,150197832
ev,56011,5.040712999999999,162058628
ev,56011,9.937083,NaN
ev,56011,2.295183,37483341
ev,56011,2.588184,86017023
ev,56011,3.791382,NaN
ev,56011,3.486905,103891533
ev,56011,3.3545239999999996,77251689
ev,56011,2.50381,30715021
ev,56011,6.040973,145709303
ev,56011,2.793183,25342566
ev,56011,12.684931,NaN
ev,56011,2.361967,12265383
ev,56011,2.5594699999999997,33540267
ev,56011,2.838167,21573982
ev,56011,4.373482,91780360
ev,56011,12.080511,NaN
ev,56011,10.273883,NaN
ev,56011,6.625634,166889207
ev,56011,13.019058,NaN
ev,56011,12.536141,NaN
ev,56011,4.783299,226151573
ev,56011,2.072015,22142706
ev,56011,2.2079310000000003,25774233
ev,56011,3.1473579999999997,80292640
ev,56011,3.049524,92425484
ev,56011,3.020842,92148370
ev,56011,3.733018,155259826
ev,56011,4.506353,160887447
ev,56011,7.24666,NaN
ev,56011,4.012802000000001,90225226
ev,56011,2.523377,79296792
ev,56011,1.447051,18955438
ev,56011,4.132457,91207419
ev,56011,5.650251,304457834
ev,56011,3.195639,100834310
ev,56011,8.377942,222382232
ev,56011,8.156401,218946664
ev,56011,5.633322,163929674
ev,56011,4.952528,152253002
ev,56011,2.457,149840890
ev,56011,2.202057,8166726
ev,56011,3.073307,98744623
ev,56011,3.7712280000000002,33820074
ev,56011,2.6260950000000003,80899867
ev,56011,2.012508,NaN
ev,56011,4.743060000000001,155844828
ev,56011,3.563681,93070865
ev,56011,11.308864999999999,NaN
ev,56011,4.524318999999999,147627497
ev,56011,4.873162000000001,NaN
ev,56011,4.554328,NaN
ev,56011,2.517568,144732929
ev,56011,2.567698,98197903
ev,56011,5.407075,150644831
ev,56011,3.000277,100854199
ev,56011,4.005191,NaN
ev,56011,3.628949,242376538
ev,56011,3.706566,98061600
ev,56011,3.022611,20350732
ev,56011,6.35478,152732714
ev,56011,4.6443200000000004,91405194
ev,56011,1.710242,NaN
ev,56011,6.431083,NaN
ev,56011,3.118019,37681746
ev,56011,2.410942,93345748
ev,56011,3.417077,105770671
ev,56011,2.319718,NaN
ev,56011,5.1257969999999995,NaN
ev,56011,2.78096,29673666
ev,56011,5.184857999999999,NaN
ev,56011,3.380639,94171122
ev,56011,10.306026,NaN
ev,56011,2.0948189999999998,30316984
ev,56011,10.025121,315858093
ev,56011,2.614969,15348827
ev,56011,10.179860000000001,NaN
ev,56011,4.860144,279079130
ev,56011,4.427373,NaN
ev,56011,8.684008,NaN
ev,56011,3.909592,182961985
ev,56011,8.428862,NaN
ev,56011,3.0378789999999998,37320572
ev,56011,3.163834,34545700
ev,56011,6.279356,NaN
ev,56011,4.875005,169754693
ev,56011,8.883357,NaN
ev,56011,3.746881,217792532
ev,56011,3.519887,37719354
ev,56011,3.0816630000000003,92713935
ev,56011,3.857638,162780558
ev,56011,4.7792140000000005,162905914
ev,56011,6.319343,160185150
ev,56011,4.074808,110174313
ev,56011,16.942064,NaN
ev,56011,12.614628,NaN
ev,56011,4.662310000000001,159034142
ev,56011,2.951176,14746979
ev,56011,2.001563,91350981
ev,56011,4.502699,NaN
ev,56011,14.208264999999999,NaN
ev,56011,1.757438,NaN
ev,56011,12.878627999999999,NaN
ev,56011,7.655942,170806493
ev,56011,2.868073,95940354
ev,56011,7.938027,NaN
ev,56011,2.291595,151377890
ev,56011,10.939124999999999,NaN
ev,56011,7.097854,NaN
ev,56011,3.996097,NaN
ev,56011,7.138006,108376123
ev,56011,3.519546,76630211
ev,56011,2.271333,83880575
ev,56011,2.231513,26711771
ev,56011,2.498678,157316311
ev,56011,2.708549,98946948
ev,56011,8.864526,287543351
ev,56011,5.289083,106276755
ev,56011,4.8454809999999995,NaN
ev,56011,4.885783,82613915
ev,56011,2.273431,36764662
ev,56011,4.608557,157069308
ev,56011,1.722839,NaN
ev,56011,4.215067,NaN
ev,56011,2.7221659999999996,140671070
ev,56011,3.169088,30527654
ev,56011,4.517799,169145648
ev,56011,2.828991,25620630
ev,56011,3.554894,89177374
ev,56011,5.508151,241585946
ev,56011,4.069288,221880212
ev,56011,6.328903,99005086
ev,56011,3.1566170000000002,97087048
ev,56011,2.564262,10848390
ev,56011,1.648348,NaN
ev,56011,7.072356999999999,309372167
ev,56011,1.9740410000000002,74753708
ev,56011,12.399281,NaN
ev,56011,4.613347,NaN
ev,56011,3.7734650000000003,154001531
ev,56011,4.576005,NaN
ev,56011,2.396042,13188592
ev,56011,4.62316,NaN
ev,56011,2.1654109999999998,29194105
ev,56011,4.528524,NaN
ev,56011,6.902032,NaN
ev,56011,2.787064,144448916
ev,56011,4.60115,NaN
ev,56011,3.17476,150257586
ev,56011,4.519228999999999,90248911
ev,56011,4.417339,186635478
ev,56011,3.524836,94736701
ev,56011,3.2553859999999997,91775481
ev,56011,2.560247,85524972
ev,56011,4.340593999999999,94485568
ev,56011,6.121881,390202633
ev,56011,5.867388,172160673
ev,56011,4.892774,NaN
ev,56011,7.5081690000000005,221810483
ev,56011,5.620787,89328694
ev,56011,8.92512,NaN
ev,56011,10.517567999999999,NaN
ev,56011,13.709171,NaN
ev,56011,5.41502,92720866
ev,56011,4.897132,154257652
ev,56011,2.947745,26566162
ev,56011,6.834557,NaN
ev,56011,10.547485,147789911
ev,56011,4.485131,171476074
ev,56011,13.268336,NaN
ev,56011,5.015483000000001,96753604
ev,56011,2.609286,82038746
ev,56011,1.8254549999999998,NaN
ev,56011,1.748211,NaN
ev,56011,4.19576,87565336
ev,56011,1.809874,28709921
ev,56011,2.876162,155293708
ev,56011,1.881039,23737363
ev,56011,3.279208,NaN
ev,56011,3.103744,83309650
ev,56011,4.453396,245317608
ev,56011,12.820245,NaN
ev,56011,2.4337489999999997,31539862
ev,56011,8.315909999999999,171342438
ev,56011,2.923079,22093719
ev,56011,11.671771,NaN
ev,56011,4.103363,291205196
ev,56011,6.984085,232546445
ev,56011,3.50052,32998657
ev,56011,4.570514,148222006
ev,56011,9.568742,NaN
ev,56011,2.038091,79842099
ev,56011,13.139721999999999,NaN
ev,56011,9.824309,NaN
ev,56011,2.866168,98511973
ev,56011,2.608463,12637062
ev,56011,3.105299,15171028
ev,56011,1.857218,NaN
ev,56011,6.856406,NaN
ev,56011,4.345139,NaN
ev,56011,4.828983999999999,163567519
ev,56011,3.511037,20133652
ev,56011,3.972606,174981723
ev,56011,2.839721,21990419
ev,56011,2.045743,95242674
ev,56011,7.82977,99566779
ev,56011,3.8620669999999997,93114454
ev,56011,2.886648,35066902
ev,56011,8.211338,NaN
ev,56011,2.3170360000000003,12272517
ev,56011,3.763233,221091681
ev,56011,2.4181049999999997,23465887
ev,56011,4.774764,249641551
ev,56011,3.581092,36630283
ev,56011,4.925569,287593377
ev,56011,3.662942,97820286
ev,56011,2.6555590000000002,24839631
ev,56011,2.470777,145445589
ev,56011,5.463451,375702377
ev,56011,2.904725,33730992
ev,56011,6.258514,NaN
ev,56011,1.9849189999999999,75990709
ev,56011,2.252664,25007934
ev,56011,3.2517039999999997,233097828
ev,56011,4.765148,NaN
ev,56011,2.070434,14583423
ev,56011,10.745118999999999,NaN
ev,56011,3.375801,36747214
ev,56011,5.770989,434179881
ev,56011,3.014942,79712125
ev,56011,2.2842740000000004,32001376
ev,56011,4.296407,99632071
ev,56011,2.022137,NaN
ev,56011,12.377507,NaN
ev,56011,10.13651,NaN
ev,56011,6.861446,NaN
ev,56011,2.176408,30580805
ev,56011,3.1440919999999997,NaN
ev,56011,4.530908,83143853
ev,56011,6.097295,180590693
ev,56011,7.196866,244375407
ev,56011,2.114315,76435739
ev,56011,2.539669,81948034
ev,56011,3.603139,NaN
ev,56011,2.1438550000000003,84063838
ev,56011,2.0578800000000004,9647023
ev,56011,4.641778,NaN
ev,56011,6.711331,NaN
ev,56011,6.790802,366131819
ev,56011,6.999417,NaN
ev,56011,3.288401,87830258
