algo,time_ms,max_break_time
core_ch,467.164625,0
core_ch_chpot,113.634882,0
core_ch,294.471115,0
core_ch_chpot,340.030293,0
core_ch,334.183558,0
core_ch_chpot,376.929935,0
core_ch,397.83432,0
core_ch_chpot,12.479501,0
core_ch,296.380042,0
core_ch_chpot,341.801641,0
core_ch,303.921924,0
core_ch_chpot,7.444821,0
core_ch,382.83390499999996,0
core_ch_chpot,7.866966,0
core_ch,396.29920400000003,0
core_ch_chpot,11.004002,0
core_ch,187.458308,0
core_ch_chpot,8.218687000000001,0
core_ch,502.88476800000007,0
core_ch_chpot,121.14338,0
core_ch,309.932059,0
core_ch_chpot,355.486768,0
core_ch,366.433777,0
core_ch_chpot,73.952703,0
core_ch,302.027497,0
core_ch_chpot,3.00056,0
core_ch,461.029866,0
core_ch_chpot,36.853279,0
core_ch,481.497101,0
core_ch_chpot,112.147457,0
core_ch,231.708525,0
core_ch_chpot,8.853082,0
core_ch,260.308641,0
core_ch_chpot,6.301461000000001,0
core_ch,6.9347319999999995,0
core_ch_chpot,9.003637,0
core_ch,503.434052,0
core_ch_chpot,52.731192,0
core_ch,126.16736200000001,0
core_ch_chpot,6.704492,0
core_ch,250.721236,0
core_ch_chpot,290.55539899999997,0
core_ch,501.09738000000004,0
core_ch_chpot,9.235685,0
core_ch,125.813276,0
core_ch_chpot,5.06388,0
core_ch,7.453074,0
core_ch_chpot,9.491387,0
core_ch,316.5634,0
core_ch_chpot,2.72811,0
core_ch,330.12264200000004,0
core_ch_chpot,6.958549,0
core_ch,337.279867,0
core_ch_chpot,387.304635,0
core_ch,271.958118,0
core_ch_chpot,2.887148,0
core_ch,474.160433,0
core_ch_chpot,114.406569,0
core_ch,313.467712,0
core_ch_chpot,92.81854200000001,0
core_ch,6.890923,0
core_ch_chpot,9.143733,0
core_ch,325.474639,0
core_ch_chpot,377.267579,0
core_ch,296.37901100000005,0
core_ch_chpot,344.534319,0
core_ch,268.124987,0
core_ch_chpot,316.66075900000004,0
core_ch,336.60985,0
core_ch_chpot,385.010133,0
core_ch,203.32447200000001,0
core_ch_chpot,234.814903,0
core_ch,488.228355,0
core_ch_chpot,26.462935,0
core_ch,459.64459200000005,0
core_ch_chpot,15.790144,0
core_ch,378.403458,0
core_ch_chpot,96.93694699999999,0
core_ch,533.033409,0
core_ch_chpot,31.636638,0
core_ch,300.012281,0
core_ch_chpot,355.821862,0
core_ch,306.91589000000005,0
core_ch_chpot,4.4730810000000005,0
core_ch,334.03832100000005,0
core_ch_chpot,10.652393,0
core_ch,313.288252,0
core_ch_chpot,8.751198,0
core_ch,107.282398,0
core_ch_chpot,5.531368,0
core_ch,303.816866,0
core_ch_chpot,357.53231600000004,0
core_ch,342.459895,0
core_ch_chpot,283.876436,0
core_ch,549.5051589999999,0
core_ch_chpot,15.405373,0
core_ch,3.937431,0
core_ch_chpot,6.1355189999999995,0
core_ch,188.553112,0
core_ch_chpot,5.5762789999999995,0
core_ch,327.667991,0
core_ch_chpot,212.716231,0
core_ch,331.455782,0
core_ch_chpot,387.755818,0
core_ch,531.8665129999999,0
core_ch_chpot,9.087416,0
core_ch,292.983049,0
core_ch_chpot,339.337955,0
core_ch,520.2606669999999,0
core_ch_chpot,186.158171,0
core_ch,499.032439,0
core_ch_chpot,186.024489,0
core_ch,229.63441400000002,0
core_ch_chpot,272.339543,0
core_ch,358.130371,0
core_ch_chpot,5.77506,0
core_ch,261.18897699999997,0
core_ch_chpot,6.132358,0
core_ch,6.956122000000001,0
core_ch_chpot,8.334104,0
core_ch,316.81323,0
core_ch_chpot,19.787198999999998,0
core_ch,395.51994099999996,0
core_ch_chpot,10.288426999999999,0
core_ch,382.553184,0
core_ch_chpot,14.723556,0
core_ch,329.511648,0
core_ch_chpot,49.90516100000001,0
core_ch,228.379132,0
core_ch_chpot,266.413924,0
core_ch,479.12521000000004,0
core_ch_chpot,51.308903,0
core_ch,411.1123,0
core_ch_chpot,28.812603,0
core_ch,322.24372800000003,0
core_ch_chpot,378.128143,0
core_ch,132.92637,0
core_ch_chpot,6.65927,0
core_ch,197.876257,0
core_ch_chpot,233.544834,0
core_ch,344.18402599999996,0
core_ch_chpot,5.266192,0
core_ch,470.67177799999996,0
core_ch_chpot,79.858011,0
core_ch,323.19582,0
core_ch_chpot,384.07334599999996,0
core_ch,459.066817,0
core_ch_chpot,123.99903900000001,0
core_ch,427.42384500000003,0
core_ch_chpot,6.925012000000001,0
core_ch,504.67460900000003,0
core_ch_chpot,9.825003,0
core_ch,185.375406,0
core_ch_chpot,221.092968,0
core_ch,425.315993,0
core_ch_chpot,9.559197000000001,0
core_ch,39.831735,0
core_ch_chpot,4.838445,0
core_ch,47.186781999999994,0
core_ch_chpot,4.574155,0
core_ch,543.264636,0
core_ch_chpot,101.783418,0
core_ch,308.128457,0
core_ch_chpot,192.589914,0
core_ch,48.053628,0
core_ch_chpot,3.560576,0
core_ch,183.224362,0
core_ch_chpot,219.76762499999998,0
core_ch,459.52542,0
core_ch_chpot,13.999064,0
core_ch,9.87139,0
core_ch_chpot,4.723607,0
core_ch,342.487174,0
core_ch_chpot,8.219317,0
core_ch,427.442012,0
core_ch_chpot,105.20420299999999,0
core_ch,321.24717400000003,0
core_ch_chpot,372.842902,0
core_ch,399.83955100000003,0
core_ch_chpot,10.508787,0
core_ch,453.680917,0
core_ch_chpot,35.878088000000005,0
core_ch,329.003787,0
core_ch_chpot,380.07412600000004,0
core_ch,530.2161050000001,0
core_ch_chpot,9.146474,0
core_ch,380.40939299999997,0
core_ch_chpot,8.664240999999999,0
core_ch,299.460374,0
core_ch_chpot,352.245412,0
core_ch,178.276079,0
core_ch_chpot,210.741494,0
core_ch,186.052581,0
core_ch_chpot,219.296073,0
core_ch,238.598175,0
core_ch_chpot,7.482423,0
core_ch,314.25057899999996,0
core_ch_chpot,359.952115,0
core_ch,164.28314899999998,0
core_ch_chpot,3.790291,0
core_ch,354.413577,100000
core_ch_chpot,6.1160950000000005,100000
core_ch,563.402891,100000
core_ch_chpot,8.167216999999999,100000
core_ch,56.664751,100000
core_ch_chpot,4.34425,100000
core_ch,540.149087,100000
core_ch_chpot,26.422146,100000
core_ch,334.22361099999995,100000
core_ch_chpot,382.083541,100000
core_ch,353.352536,100000
core_ch_chpot,4.926302,100000
core_ch,422.430264,100000
core_ch_chpot,23.557640000000003,100000
core_ch,42.399485,100000
core_ch_chpot,3.513182,100000
core_ch,386.888703,100000
core_ch_chpot,5.54255,100000
core_ch,199.574795,100000
core_ch_chpot,229.52029199999998,100000
core_ch,207.344596,100000
core_ch_chpot,4.422822,100000
core_ch,501.836105,100000
core_ch_chpot,17.577635,100000
core_ch,252.869295,100000
core_ch_chpot,3.5425240000000002,100000
core_ch,341.776398,100000
core_ch_chpot,391.338864,100000
core_ch,10.650926,100000
core_ch_chpot,3.030428,100000
core_ch,492.12747,100000
core_ch_chpot,9.373192000000001,100000
core_ch,383.567947,100000
core_ch_chpot,44.890274,100000
core_ch,474.53999400000004,100000
core_ch_chpot,17.605175,100000
core_ch,15.585766,100000
core_ch_chpot,3.596939,100000
core_ch,599.839708,100000
core_ch_chpot,16.669289,100000
core_ch,211.23229099999998,100000
core_ch_chpot,250.054656,100000
core_ch,8.868991999999999,100000
core_ch_chpot,3.848792,100000
core_ch,337.686539,100000
core_ch_chpot,385.54069000000004,100000
core_ch,551.8749760000001,100000
core_ch_chpot,103.03857099999999,100000
core_ch,518.463252,100000
core_ch_chpot,18.807831,100000
core_ch,375.594496,100000
core_ch_chpot,4.4392700000000005,100000
core_ch,309.687025,100000
core_ch_chpot,355.133458,100000
core_ch,120.899199,100000
core_ch_chpot,5.805711,100000
core_ch,506.45464200000004,100000
core_ch_chpot,51.365365000000004,100000
core_ch,335.659552,100000
core_ch_chpot,389.976784,100000
core_ch,3.252215,100000
core_ch_chpot,4.2704830000000005,100000
core_ch,7.779648999999999,100000
core_ch_chpot,9.187882,100000
core_ch,212.167459,100000
core_ch_chpot,246.215531,100000
core_ch,385.176731,100000
core_ch_chpot,16.273207000000003,100000
core_ch,193.97567800000002,100000
core_ch_chpot,4.254516,100000
core_ch,504.041693,100000
core_ch_chpot,11.473678,100000
core_ch,498.417828,100000
core_ch_chpot,9.30072,100000
core_ch,263.969974,100000
core_ch_chpot,14.149632,100000
core_ch,407.39065,100000
core_ch_chpot,197.989798,100000
core_ch,308.356875,100000
core_ch_chpot,354.65030800000005,100000
core_ch,92.62422600000001,100000
core_ch_chpot,2.87732,100000
core_ch,397.58842500000003,100000
core_ch_chpot,449.96206900000004,100000
core_ch,332.307652,100000
core_ch_chpot,382.489716,100000
core_ch,203.18562300000002,100000
core_ch_chpot,232.676445,100000
core_ch,352.39115300000003,100000
core_ch_chpot,89.227416,100000
core_ch,479.665055,100000
core_ch_chpot,33.571373,100000
core_ch,306.880718,100000
core_ch_chpot,352.798382,100000
core_ch,410.521998,100000
core_ch_chpot,462.80184099999997,100000
core_ch,405.754946,100000
core_ch_chpot,307.589213,100000
core_ch,526.222123,100000
core_ch_chpot,250.279137,100000
core_ch,535.337656,100000
core_ch_chpot,64.413842,100000
core_ch,542.981748,100000
core_ch_chpot,37.354254000000005,100000
core_ch,470.993185,100000
core_ch_chpot,9.651547,100000
core_ch,409.636458,100000
core_ch_chpot,458.74970199999996,100000
core_ch,433.72718399999997,100000
core_ch_chpot,6.564081,100000
core_ch,216.098404,100000
core_ch_chpot,247.465361,100000
core_ch,399.890287,100000
core_ch_chpot,8.529619,100000
core_ch,204.58685200000002,100000
core_ch_chpot,235.288404,100000
core_ch,593.9198530000001,100000
core_ch_chpot,163.7647,100000
core_ch,9.089253000000001,100000
