algo,graph_num_nodes,graph_num_edges,num_queue_pushes,num_settled,num_labels_propagated,num_labels_reset,num_nodes_searched,time_ms,path_distance,path_number_nodes,path_number_flagged_nodes,path_number_pauses
astar_chpot,81505729,189837356,21243901,22700062,23783734,690,6074238,23146.800907,NaN,NaN,NaN,NaN
astar_chpot,81505729,189837356,2288335,2855047,2970338,30,1217214,1872.0702500000002,NaN,NaN,NaN,NaN
astar_chpot,81505729,189837356,245844532,319792427,343710281,33585,63218760,440339.964447,NaN,NaN,NaN,NaN
astar_chpot,81505729,189837356,3512,3100,3610,19,2271,3.649136,22873033,1772,2,1
astar_chpot,81505729,189837356,222409,212963,238231,12,197007,148.023936,55892775,3350,5,3
astar_chpot,81505729,189837356,2354022,2530916,2826666,212,1607171,2544.893223,53295244,2179,7,3
astar_chpot,81505729,189837356,76881070,95872026,103553695,16062,18004945,134288.91222,208494395,10550,37,12
astar_chpot,81505729,189837356,2217822,2458915,2735466,549,1024065,2460.466853,98953988,4745,8,5
astar_chpot,81505729,189837356,25642,22770,28464,12,16055,15.419829,38175476,3202,3,2
astar_chpot,81505729,189837356,6174,5018,6267,4,4727,5.112334,30434052,1822,2,1
astar_chpot,81505729,189837356,3070426,3128741,3515416,44,2009790,2275.7729790000003,NaN,NaN,NaN,NaN
astar_chpot,81505729,189837356,251502600,345012608,370284092,40020,63218760,481814.75897,NaN,NaN,NaN,NaN
astar_chpot,81505729,189837356,14248881,17318433,19267335,7610,6185872,21078.695767999998,139344626,8418,13,7
astar_chpot,81505729,189837356,3038,2779,3137,6,1792,2.388229,22219548,1600,5,1
astar_chpot,81505729,189837356,8571,6068,9089,3,5710,5.148102,25421560,1635,1,1
astar_chpot,81505729,189837356,1210,878,1224,0,878,1.655573,10712669,878,0,0
astar_chpot,81505729,189837356,2014,1588,2024,2,1588,2.480316,15747578,1588,0,0
astar_chpot,81505729,189837356,60090,60090,65697,0,60090,33.776413999999995,NaN,NaN,NaN,NaN
astar_chpot,81505729,189837356,6048,4561,6341,2,4040,8.756231999999999,22075573,1397,2,1
astar_chpot,81505729,189837356,106497,96011,112345,24,88839,78.109119,41337183,2922,2,2
astar_chpot,81505729,189837356,240188761,319464475,343141519,35963,63218760,431999.150906,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,15797,15254,17938,134,4854,65.798983,40012075,2294,5,2
astar_bidir_chpot,81505729,189837356,433030,409267,463386,32,337136,829.795201,41542978,2232,3,2
astar_bidir_chpot,81505729,189837356,2069,1587,2126,4,1478,7.5570070000000005,24927380,1154,4,1
astar_bidir_chpot,81505729,189837356,11048,9047,11424,3,8605,24.576655,28832234,2616,3,1
astar_bidir_chpot,81505729,189837356,1455,1206,1458,0,1206,3.9866390000000003,16111539,1206,0,0
astar_bidir_chpot,81505729,189837356,258024584,352088441,378311023,43910,63218760,649451.4899350001,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,15698,13427,16206,51,11791,28.730552,50762062,3542,6,2
astar_bidir_chpot,81505729,189837356,312955,312955,342875,0,312955,3334.2391860000002,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,45858732,67109324,73934705,22225,11927570,151527.540557,92096552,5529,15,5
astar_bidir_chpot,81505729,189837356,289445016,384861011,413360709,55487,64053186,739315.1387,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,301175,301175,339370,0,301175,3598.971604,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,250574503,302582624,323677668,30057,63218760,2.490595,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,293364,279251,318752,5,279216,972.230947,33364452,1159,1,1
astar_bidir_chpot,81505729,189837356,610977,619306,690515,64,472605,2857.581362,30009277,1017,3,2
astar_bidir_chpot,81505729,189837356,2955405,2963443,3268616,10,2026663,551668.307898,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,16683,13322,17218,20,12980,26.486992,29229655,2006,4,1
astar_bidir_chpot,81505729,189837356,18086,15782,19199,52,11242,26.005656,41535532,2711,4,2
astar_bidir_chpot,81505729,189837356,251849631,326295914,350698186,42007,63218760,573994.435528,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,5191,4290,5394,25,3425,10.454576,22380600,1904,5,1
astar_bidir_chpot,81505729,189837356,17456875,18427438,19319118,529,6074238,500675.595452,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,3506590,3557135,3922027,10,2039938,471990.469554,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,19109924,20008003,20968989,637,6074238,553295.3837789999,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,239477955,312181668,335256715,32189,63218760,544335.3043460001,NaN,NaN,NaN,NaN
