algo,graph_num_nodes,graph_num_edges,num_queue_pushes,num_settled,num_labels_propagated,num_labels_reset,num_nodes_searched,time_ms,path_distance,path_number_nodes,path_number_flagged_nodes,path_number_short_pauses,path_number_long_pauses
core_ch_chpot,12547874,29477659,2005,1251,2041,0,1251,1.1725240000000001,8314751,1251,0,0,0
dijkstra,12547874,29477659,15668454,17906829,19616698,3624,6459325,28038.020472,9618209,947,0,0,0
astar_chpot,12547874,29477659,1162,947,1165,0,947,1.323439,9618209,947,0,0,0
dijkstra_bidir_chpot,12547874,29477659,15668454,17906829,19616698,3624,6459325,3421.020817,9618209,947,0,0,0
astar_bidir_chpot,12547874,29477659,1162,947,1165,0,947,1.808661,9618209,947,0,0,0
core_ch,12547874,29477659,1162,947,1165,0,947,125.040655,9618209,947,0,0,0
core_ch_chpot,12547874,29477659,1162,947,1165,0,947,3.229191,9618209,947,0,0,0
dijkstra,12547874,29477659,46208874,58806205,63263146,10686,10878550,93728.4704,23613891,1901,3,1,0
astar_chpot,12547874,29477659,5148,4143,5370,4,3811,5.028128,23613891,1901,3,1,0
dijkstra_bidir_chpot,12547874,29477659,46208874,58806205,63263146,10686,10878550,32997.80895,23613891,1901,3,1,0
astar_bidir_chpot,12547874,29477659,5148,4143,5370,4,3811,17.244144,23613891,1901,3,1,0
core_ch,12547874,29477659,5148,4143,5370,4,3811,386.499808,23613891,1901,3,1,0
core_ch_chpot,12547874,29477659,5148,4143,5370,4,3811,4.260236,23613891,1901,3,1,0
dijkstra,12547874,29477659,4583612,5053750,5423304,1629,2199504,5958.4240629999995,8808944,841,0,0,0
astar_chpot,12547874,29477659,1107,841,1115,0,841,1.274119,8808944,841,0,0,0
dijkstra_bidir_chpot,12547874,29477659,4583612,5053750,5423304,1629,2199504,1639.389888,8808944,841,0,0,0
astar_bidir_chpot,12547874,29477659,1107,841,1115,0,841,1.728156,8808944,841,0,0,0
core_ch,12547874,29477659,1107,841,1115,0,841,59.932885,8808944,841,0,0,0
core_ch_chpot,12547874,29477659,1107,841,1115,0,841,1.9260869999999999,8808944,841,0,0,0
dijkstra,12547874,29477659,46443757,56461740,60810771,8123,10636912,91652.56148500001,20114568,1499,1,1,0
astar_chpot,12547874,29477659,3266,2730,3309,2,2324,2.910945,20114568,1499,1,1,0
dijkstra_bidir_chpot,12547874,29477659,46443757,56461740,60810771,8123,10636912,26792.144849,20114568,1499,1,1,0
astar_bidir_chpot,12547874,29477659,3266,2730,3309,2,2324,6.45123,20114568,1499,1,1,0
core_ch,12547874,29477659,3266,2730,3309,2,2324,253.05076999999997,20114568,1499,1,1,0
core_ch_chpot,12547874,29477659,3266,2730,3309,2,2324,5.16971,20114568,1499,1,1,0
dijkstra,12547874,29477659,1334719,1327576,1458451,592,1209248,1361.43159,4458202,403,0,0,0
astar_chpot,12547874,29477659,531,403,533,0,403,0.7742479999999999,4458202,403,0,0,0
dijkstra_bidir_chpot,12547874,29477659,1334719,1327576,1458451,592,1209248,284.800913,4458202,403,0,0,0
astar_bidir_chpot,12547874,29477659,531,403,533,0,403,1.7520120000000001,4458202,403,0,0,0
core_ch,12547874,29477659,531,403,533,0,403,31.131725999999997,4458202,403,0,0,0
core_ch_chpot,12547874,29477659,531,403,533,0,403,3.602821,4458202,403,0,0,0
dijkstra,12547874,29477659,1507015,1500045,1616532,492,1381631,1368.936673,6408763,731,0,0,0
astar_chpot,12547874,29477659,1093,731,1099,0,731,1.6259359999999998,6408763,731,0,0,0
dijkstra_bidir_chpot,12547874,29477659,1507015,1500045,1616532,492,1381631,442.225507,6408763,731,0,0,0
