algo,time_ms,path_distance
core_ch_chpot,32.903226000000004,240873518
core_ch,28.391453000000002,NaN
core_ch_chpot,1.783687,NaN
core_ch,16.727913,75093370
core_ch_chpot,3.34721,75093370
core_ch,27.451144,NaN
core_ch_chpot,39.755493,NaN
core_ch,5.4698389999999995,13716828
core_ch_chpot,3.054297,13716828
core_ch,2.881564,NaN
core_ch_chpot,4.36006,NaN
core_ch,27.355230000000002,NaN
core_ch_chpot,39.818232,NaN
core_ch,2.873497,6803847
core_ch_chpot,2.7359459999999998,6803847
core_ch,1.858192,20332327
core_ch_chpot,1.924935,20332327
core_ch,35.209226,174781053
core_ch_chpot,10.407246,174781053
core_ch,10.865276,NaN
core_ch_chpot,18.252564,NaN
core_ch,4.601604,NaN
core_ch_chpot,6.791589,NaN
core_ch,2.339214,NaN
core_ch_chpot,3.8728920000000002,NaN
core_ch,36.811335,81387675
core_ch_chpot,10.593478,81387675
core_ch,13.368905,15370643
core_ch_chpot,5.8810709999999995,15370643
core_ch,41.670189,148899388
core_ch_chpot,13.948585,148310158
core_ch,8.935825,166471929
core_ch_chpot,4.773269999999999,166471929
core_ch,5.351144000000001,12236149
core_ch_chpot,3.573522,12236149
core_ch,33.174217,156776549
core_ch_chpot,23.186698,156897793
core_ch,28.660213,NaN
core_ch_chpot,1.65793,NaN
core_ch,23.278173,80965045
core_ch_chpot,3.7978080000000003,80965045
core_ch,2.20362,NaN
core_ch_chpot,3.070429,NaN
core_ch,25.067691,85705985
core_ch_chpot,7.033648,85705985
core_ch,20.224724,NaN
core_ch_chpot,1.907485,NaN
core_ch,16.362588000000002,NaN
core_ch_chpot,25.353116,NaN
core_ch,21.336811,157026493
core_ch_chpot,5.6657519999999995,161465912
core_ch,2.739867,NaN
core_ch_chpot,4.860238,NaN
core_ch,28.644658,83174609
core_ch_chpot,7.759569,83174609
core_ch,9.221601,76243523
core_ch_chpot,4.332008,76243523
core_ch,32.289001999999996,250147946
core_ch_chpot,22.577555999999998,250147946
core_ch,27.896469,294315141
core_ch_chpot,24.186776000000002,294315141
core_ch,7.545964,NaN
core_ch_chpot,14.384279,NaN
core_ch,14.277367,NaN
core_ch_chpot,22.895188,NaN
core_ch,2.199186,NaN
core_ch_chpot,3.6805980000000003,NaN
core_ch,31.422397999999998,157706596
core_ch_chpot,12.034655,157706596
core_ch,20.614526,28233459
core_ch_chpot,4.999455,28233459
core_ch,23.765586,85079204
core_ch_chpot,4.559615,85079204
core_ch,29.268755,NaN
core_ch_chpot,41.15094,NaN
core_ch,18.334274,NaN
core_ch_chpot,28.210582000000002,NaN
core_ch,1.844474,NaN
core_ch_chpot,3.264532,NaN
core_ch,25.660339,98688029
core_ch_chpot,10.222029000000001,98688029
core_ch,26.901125,NaN
core_ch_chpot,38.225193,NaN
core_ch,27.782423,NaN
core_ch_chpot,39.473546999999996,NaN
core_ch,2.3962660000000002,NaN
core_ch_chpot,3.9032989999999996,NaN
core_ch,13.232927,NaN
core_ch_chpot,21.64841,NaN
core_ch,44.088594,80302236
core_ch_chpot,13.773588,80302236
core_ch,2.034418,3988109
core_ch_chpot,2.459712,3988109
core_ch,26.458461,NaN
core_ch_chpot,38.662738000000004,NaN
core_ch,25.396292000000003,NaN
core_ch_chpot,37.577163,NaN
core_ch,13.66667,14749823
core_ch_chpot,4.7453080000000005,14749823
core_ch,33.292614,100498207
core_ch_chpot,11.293301,100498207
core_ch,26.464577,234626334
core_ch_chpot,15.526246,234626334
core_ch,16.703835,NaN
core_ch_chpot,26.345171,NaN
core_ch,19.477521,33588886
core_ch_chpot,10.721514999999998,32761240
core_ch,11.182007,11511805
core_ch_chpot,5.1052800000000005,11511805
core_ch,2.251848,75398857
core_ch_chpot,2.1354490000000004,75398857
core_ch,23.364158999999997,293367035
core_ch_chpot,26.293663,293367035
core_ch,1.5873709999999999,26827568
core_ch_chpot,2.0344909999999996,26827568
core_ch,4.49213,NaN
core_ch_chpot,6.758164,NaN
core_ch,2.313724,NaN
core_ch_chpot,3.735245,NaN
core_ch,34.561031,81871686
core_ch_chpot,10.151121000000002,81871686
core_ch,5.802097,20119171
core_ch_chpot,4.159009,20119171
core_ch,24.487927,155329700
core_ch_chpot,7.978967,155329700
core_ch,38.523195,186177922
core_ch_chpot,20.438944,186177922
core_ch,20.716314,30581300
core_ch_chpot,8.324359,30581300
core_ch,28.268324,NaN
core_ch_chpot,39.562214999999995,NaN
core_ch,35.1419,164004127
core_ch_chpot,7.550458000000001,164004127
core_ch,23.836087,157139009
core_ch_chpot,11.398156,157139009
core_ch,4.203735,24467775
core_ch_chpot,2.912661,24467775
core_ch,21.188916,37399783
core_ch_chpot,8.926900999999999,37399783
core_ch,22.575103,NaN
core_ch_chpot,33.675457,NaN
core_ch,17.470796,20818605
core_ch_chpot,8.953202000000001,20818605
core_ch,3.616432,NaN
core_ch_chpot,5.690389,NaN
core_ch,25.993848,NaN
core_ch_chpot,37.057569,NaN
core_ch,6.989002,75161599
core_ch_chpot,2.7090460000000003,75161599
core_ch,21.208924,NaN
core_ch_chpot,31.594743,NaN
core_ch,23.78778,NaN
core_ch_chpot,35.167256,NaN
core_ch,21.189086,438533655
core_ch_chpot,32.10228,438533655
