rel_core_size,abs_core_size,time_ms
0.2,16301145,7.252715
0.2,16301145,7.501647
0.2,16301145,10.865551
0.2,16301145,5.564254
0.2,16301145,8.529802
0.2,16301145,7.916744
0.2,16301145,3.919285
0.2,16301145,5.0778810000000005
0.2,16301145,7.350853
0.2,16301145,3.2664299999999997
0.2,16301145,5.7896909999999995
0.2,16301145,5.509491
0.2,16301145,8.289923
0.2,16301145,4.867271000000001
0.2,16301145,6.255122
0.2,16301145,6.167254
0.2,16301145,4.771749
0.2,16301145,6.804449
0.2,16301145,4.3682
0.2,16301145,2.8178389999999998
0.2,16301145,6.207975
0.2,16301145,4.688695
0.2,16301145,6.046099
0.2,16301145,5.773615
0.2,16301145,3.059272
0.2,16301145,5.178349
0.2,16301145,4.511234
0.2,16301145,9.42787
0.2,16301145,3.1284009999999998
0.2,16301145,5.560359
0.2,16301145,4.082402
0.2,16301145,5.9732639999999995
0.2,16301145,2.362748
0.2,16301145,4.6359449999999995
0.2,16301145,4.437604
0.2,16301145,2.645275
0.2,16301145,3.1461259999999998
0.2,16301145,3.354447
0.2,16301145,2.567987
0.2,16301145,6.333174
0.2,16301145,2.7000800000000003
0.2,16301145,3.162682
0.2,16301145,4.762779
0.2,16301145,2.7431140000000003
0.2,16301145,5.027547
0.2,16301145,4.191434
0.2,16301145,3.7285790000000003
0.2,16301145,2.295546
0.2,16301145,2.2496500000000004
0.2,16301145,4.371035
0.2,16301145,3.9971010000000002
0.2,16301145,2.5632010000000003
0.2,16301145,4.998748
0.2,16301145,5.019173
0.2,16301145,3.267968
0.2,16301145,6.778959
0.2,16301145,2.7289499999999998
0.2,16301145,3.021957
0.2,16301145,3.48045
0.2,16301145,3.448341
0.2,16301145,3.3394190000000004
0.2,16301145,3.841532
0.2,16301145,3.692785
0.2,16301145,2.052379
0.2,16301145,3.958459
0.2,16301145,4.419484000000001
0.2,16301145,4.407832000000001
0.2,16301145,3.270705
0.2,16301145,2.110903
0.2,16301145,3.643856
0.2,16301145,2.358949
0.2,16301145,2.681619
0.2,16301145,1.591276
0.2,16301145,5.521219
0.2,16301145,3.0367319999999998
0.2,16301145,1.756705
0.2,16301145,2.417138
