speed_cap_kmh,time_ms,path_distance
30,10.774153,81106140
30,21.242304999999998,NaN
30,268.74551,511837848
30,20.203909999999997,NaN
30,377.197034,NaN
30,5.059436,23794572
30,109.990605,364672452
30,256.66708,NaN
30,70.85073,182212608
30,313.57976199999996,494786580
30,16.313304000000002,NaN
30,4.104713,NaN
30,507.120727,NaN
30,20.922916,NaN
30,4.3633370000000005,NaN
30,20.503833,298852320
30,491.171141,443578968
30,10.264445,NaN
30,574.5409,NaN
30,508.309064,NaN
30,27.053598,NaN
30,27.319924,NaN
30,31.619068,243824028
30,26.650826,281692434
30,23.844326,NaN
30,10.57527,NaN
30,29.417883999999997,NaN
30,612.801976,NaN
30,455.37129799999997,NaN
30,153.460869,251431560
30,14.475361000000001,91732524
30,12.110186,NaN
30,634.656789,NaN
30,475.348842,NaN
30,675.1989179999999,NaN
30,698.255794,NaN
30,61.342422,NaN
30,79.621577,311234172
30,152.39509800000002,522700050
30,16.28951,163575510
30,686.671138,NaN
30,15.201495000000001,NaN
30,591.3440039999999,NaN
30,577.6993679999999,NaN
30,3.644959,NaN
30,697.168692,NaN
30,40.92187,243182658
30,630.1306679999999,NaN
30,74.99124,180800256
30,759.687178,NaN
30,391.827405,440681502
30,10.67363,88431972
30,17.764680000000002,114487092
30,252.42676400000002,NaN
30,5.208581000000001,NaN
30,615.6349220000001,NaN
30,532.804455,427835304
30,613.74433,NaN
30,3.725635,NaN
30,649.711675,NaN
30,11.803139,NaN
30,535.4388690000001,NaN
30,18.833301,NaN
30,415.343013,NaN
30,12.385641,NaN
30,420.0813,NaN
30,521.389869,494141946
30,536.4350919999999,NaN
30,28.20528,161898918
30,5.857343,9510078
30,695.251531,NaN
30,16.835732,164384490
30,11.802215,NaN
30,157.86735800000002,441519096
30,346.390348,376226082
30,5.574865,NaN
30,505.69738900000004,NaN
30,622.8054079999999,NaN
30,424.034272,NaN
30,5.7615039999999995,NaN
30,14.239128000000001,150324720
30,3.692174,NaN
30,20.778398,NaN
30,538.683776,NaN
30,10.082415000000001,NaN
30,10.26535,102847710
30,701.30971,NaN
30,343.271422,328813212
30,512.116241,NaN
30,5.00762,NaN
30,18.265586,241608600
30,548.3549800000001,NaN
30,134.86426300000002,383906184
30,675.6092070000001,NaN
30,34.939706,433287348
30,677.423005,NaN
30,694.105466,NaN
30,68.73562,NaN
30,27.497236,NaN
30,6.989074,175251060
30,55.878598000000004,292004418
30,4.7107019999999995,NaN
30,400.879891,NaN
30,3.828071,NaN
30,631.631325,NaN
30,12.638668000000001,NaN
30,460.604288,589133838
30,320.894679,632322942
30,221.84752999999998,466546782
30,24.389741,NaN
30,5.065051,NaN
30,11.719992,NaN
30,686.885121,NaN
30,19.544328999999998,232855134
30,420.550923,NaN
30,736.341787,NaN
30,69.81572,NaN
30,20.122023,NaN
30,320.806822,NaN
30,16.75549,NaN
30,129.987332,313956582
30,5.353776,NaN
30,38.196003,220127922
30,2.8874109999999997,NaN
30,10.516377,NaN
30,737.370726,NaN
30,27.638388,NaN
30,19.88324,NaN
30,4.253189999999999,NaN
