algo,dijkstra_rank_exponent,graph_num_nodes,graph_num_edges,num_queue_pushes,num_settled,num_labels_propagated,num_labels_reset,num_nodes_searched,time_ms,path_distance,path_number_nodes,path_number_flagged_nodes,path_number_short_pauses,path_number_long_pauses
astar_bidir_chpot,24,81505729,189837356,1632155,2105442,2338455,222,1104565,9491.245252,90792872,3090,7,3,1
astar_bidir_chpot,25,81505729,189837356,2495371,2570818,2830145,204,1552196,22015.159418,105573137,4136,8,4,1
astar_bidir_chpot,0,81505729,189837356,3,1,2,0,1,8.488126000000001,0,1,0,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,2.0422700000000003,2160,2,0,0,0
astar_bidir_chpot,2,81505729,189837356,5,2,4,0,2,2.062472,126288,2,0,0,0
astar_bidir_chpot,3,81505729,189837356,8,5,7,0,5,2.031138,151200,5,0,0,0
astar_bidir_chpot,4,81505729,189837356,12,6,11,0,6,2.0482539999999996,439200,6,0,0,0
astar_bidir_chpot,5,81505729,189837356,13,7,12,0,7,2.052765,697950,7,0,0,0
astar_bidir_chpot,6,81505729,189837356,22,10,21,0,10,2.246167,843588,10,0,0,0
astar_bidir_chpot,7,81505729,189837356,28,15,28,0,15,2.407357,1062900,15,0,0,0
astar_bidir_chpot,8,81505729,189837356,59,40,60,0,40,2.608774,1382958,40,0,0,0
astar_bidir_chpot,9,81505729,189837356,72,49,72,0,49,2.242863,1601414,49,0,0,0
astar_bidir_chpot,10,81505729,189837356,122,91,122,0,91,3.044498,1884741,91,0,0,0
astar_bidir_chpot,11,81505729,189837356,123,83,125,0,83,2.132798,2157696,83,0,0,0
astar_bidir_chpot,12,81505729,189837356,95,53,96,0,53,2.487053,2400435,53,0,0,0
astar_bidir_chpot,13,81505729,189837356,200,129,200,0,129,2.5055300000000003,2669163,129,0,0,0
astar_bidir_chpot,14,81505729,189837356,209,153,209,0,153,2.248388,3034277,153,0,0,0
astar_bidir_chpot,15,81505729,189837356,291,220,292,0,220,2.4234370000000003,3645822,220,0,0,0
astar_bidir_chpot,16,81505729,189837356,379,260,380,0,260,3.199048,4545479,260,0,0,0
astar_bidir_chpot,17,81505729,189837356,368,233,371,0,233,2.591022,5745528,233,0,0,0
astar_bidir_chpot,18,81505729,189837356,591,513,592,0,513,2.703888,7175709,513,0,0,0
astar_bidir_chpot,19,81505729,189837356,759,633,761,0,633,2.614327,9001053,633,0,0,0
astar_bidir_chpot,20,81505729,189837356,925,784,927,0,784,2.9657649999999998,13543884,784,0,0,0
astar_bidir_chpot,21,81505729,189837356,6645,5684,7027,2,5339,4.359542,24289184,1405,2,1,0
astar_bidir_chpot,22,81505729,189837356,303643,290572,326450,10,290391,3.828232,32981224,1913,2,1,0
astar_bidir_chpot,23,81505729,189837356,850149,1200048,1312729,77,515316,3.9490259999999995,83550012,2485,4,2,1
astar_bidir_chpot,24,81505729,189837356,1632155,2105442,2338455,222,1104565,10.03121,90792872,3090,7,3,1
astar_bidir_chpot,25,81505729,189837356,2495371,2570818,2830145,204,1552196,6.556785,105573137,4136,8,4,1
astar_bidir_chpot,0,81505729,189837356,3,1,2,0,1,3.942613,0,1,0,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.484928,2160,2,0,0,0
astar_bidir_chpot,2,81505729,189837356,5,2,4,0,2,1.5121449999999999,126288,2,0,0,0
astar_bidir_chpot,3,81505729,189837356,8,5,7,0,5,1.5065140000000001,151200,5,0,0,0
astar_bidir_chpot,4,81505729,189837356,12,6,11,0,6,1.6783460000000001,439200,6,0,0,0
astar_bidir_chpot,5,81505729,189837356,13,7,12,0,7,1.5118880000000001,697950,7,0,0,0
astar_bidir_chpot,6,81505729,189837356,22,10,21,0,10,1.521861,843588,10,0,0,0
astar_bidir_chpot,7,81505729,189837356,28,15,28,0,15,1.5225620000000002,1062900,15,0,0,0
astar_bidir_chpot,8,81505729,189837356,59,40,60,0,40,1.7471290000000002,1382958,40,0,0,0
astar_bidir_chpot,9,81505729,189837356,72,49,72,0,49,2.2275419999999997,1601414,49,0,0,0
astar_bidir_chpot,10,81505729,189837356,122,91,122,0,91,1.951708,1884741,91,0,0,0
astar_bidir_chpot,11,81505729,189837356,123,83,125,0,83,1.799498,2157696,83,0,0,0
astar_bidir_chpot,12,81505729,189837356,95,53,96,0,53,1.657677,2400435,53,0,0,0
astar_bidir_chpot,13,81505729,189837356,200,129,200,0,129,2.310727,2669163,129,0,0,0
astar_bidir_chpot,14,81505729,189837356,209,153,209,0,153,2.2336690000000003,3034277,153,0,0,0
astar_bidir_chpot,15,81505729,189837356,291,220,292,0,220,1.889817,3645822,220,0,0,0
astar_bidir_chpot,16,81505729,189837356,379,260,380,0,260,2.92626,4545479,260,0,0,0
astar_bidir_chpot,17,81505729,189837356,368,233,371,0,233,2.384397,5745528,233,0,0,0
astar_bidir_chpot,18,81505729,189837356,591,513,592,0,513,2.330901,7175709,513,0,0,0
astar_bidir_chpot,19,81505729,189837356,759,633,761,0,633,2.8758019999999997,9001053,633,0,0,0
astar_bidir_chpot,20,81505729,189837356,925,784,927,0,784,3.1554640000000003,13543884,784,0,0,0
astar_bidir_chpot,21,81505729,189837356,6645,5684,7027,2,5339,3.800702,24289184,1405,2,1,0
astar_bidir_chpot,22,81505729,189837356,303643,290572,326450,10,290391,1244.531696,32981224,1913,2,1,0
astar_bidir_chpot,23,81505729,189837356,850149,1200048,1312729,77,515316,18845.01065,83550012,2485,4,2,1
astar_bidir_chpot,24,81505729,189837356,1632155,2105442,2338455,222,1104565,17458.903040999998,90792872,3090,7,3,1
astar_bidir_chpot,25,81505729,189837356,2495371,2570818,2830145,204,1552196,20250.828755000002,105573137,4136,8,4,1
astar_bidir_chpot,0,81505729,189837356,3,1,2,0,1,1.879936,0,1,0,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.509181,2160,2,0,0,0
astar_bidir_chpot,2,81505729,189837356,5,2,4,0,2,1.6659929999999998,126288,2,0,0,0
astar_bidir_chpot,3,81505729,189837356,8,5,7,0,5,1.456006,151200,5,0,0,0
astar_bidir_chpot,4,81505729,189837356,12,6,11,0,6,1.512102,439200,6,0,0,0
astar_bidir_chpot,5,81505729,189837356,13,7,12,0,7,1.498656,697950,7,0,0,0
astar_bidir_chpot,6,81505729,189837356,22,10,21,0,10,1.514128,843588,10,0,0,0
astar_bidir_chpot,7,81505729,189837356,28,15,28,0,15,1.508206,1062900,15,0,0,0
astar_bidir_chpot,8,81505729,189837356,59,40,60,0,40,1.5267060000000001,1382958,40,0,0,0
astar_bidir_chpot,9,81505729,189837356,72,49,72,0,49,1.7114820000000002,1601414,49,0,0,0
astar_bidir_chpot,10,81505729,189837356,122,91,122,0,91,1.883,1884741,91,0,0,0
astar_bidir_chpot,11,81505729,189837356,123,83,125,0,83,1.943576,2157696,83,0,0,0
astar_bidir_chpot,12,81505729,189837356,95,53,96,0,53,2.338296,2400435,53,0,0,0
astar_bidir_chpot,13,81505729,189837356,200,129,200,0,129,2.964376,2669163,129,0,0,0
astar_bidir_chpot,14,81505729,189837356,209,153,209,0,153,2.825361,3034277,153,0,0,0
astar_bidir_chpot,15,81505729,189837356,291,220,292,0,220,2.945856,3645822,220,0,0,0
astar_bidir_chpot,16,81505729,189837356,379,260,380,0,260,3.408058,4545479,260,0,0,0
astar_bidir_chpot,17,81505729,189837356,368,233,371,0,233,2.139988,5745528,233,0,0,0
astar_bidir_chpot,18,81505729,189837356,591,513,592,0,513,2.997322,7175709,513,0,0,0
astar_bidir_chpot,19,81505729,189837356,759,633,761,0,633,416.439218,9001053,633,0,0,0
astar_bidir_chpot,20,81505729,189837356,925,784,927,0,784,197.961005,13543884,784,0,0,0
astar_bidir_chpot,21,81505729,189837356,6645,5684,7027,2,5339,379.326675,24289184,1405,2,1,0
astar_bidir_chpot,22,81505729,189837356,303643,290572,326450,10,290391,460.509024,32981224,1913,2,1,0
astar_bidir_chpot,23,81505729,189837356,850149,1200048,1312729,77,515316,437.10326599999996,83550012,2485,4,2,1
astar_bidir_chpot,24,81505729,189837356,1632155,2105442,2338455,222,1104565,484.44329600000003,90792872,3090,7,3,1
astar_bidir_chpot,25,81505729,189837356,2495371,2570818,2830145,204,1552196,489.66293,105573137,4136,8,4,1
astar_bidir_chpot,0,81505729,189837356,3,1,2,0,1,2.56495,0,1,0,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.449422,2160,2,0,0,0
astar_bidir_chpot,2,81505729,189837356,5,2,4,0,2,1.462638,126288,2,0,0,0
astar_bidir_chpot,3,81505729,189837356,8,5,7,0,5,1.4576369999999998,151200,5,0,0,0
astar_bidir_chpot,4,81505729,189837356,12,6,11,0,6,1.476115,439200,6,0,0,0
astar_bidir_chpot,5,81505729,189837356,13,7,12,0,7,1.479953,697950,7,0,0,0
astar_bidir_chpot,6,81505729,189837356,22,10,21,0,10,1.4806400000000002,843588,10,0,0,0
astar_bidir_chpot,7,81505729,189837356,28,15,28,0,15,1.488872,1062900,15,0,0,0
astar_bidir_chpot,8,81505729,189837356,59,40,60,0,40,1.498394,1382958,40,0,0,0
astar_bidir_chpot,9,81505729,189837356,72,49,72,0,49,2.1141419999999997,1601414,49,0,0,0
astar_bidir_chpot,10,81505729,189837356,122,91,122,0,91,1.5958910000000002,1884741,91,0,0,0
astar_bidir_chpot,11,81505729,189837356,123,83,125,0,83,1.9632999999999998,2157696,83,0,0,0
astar_bidir_chpot,12,81505729,189837356,95,53,96,0,53,1.6785,2400435,53,0,0,0
astar_bidir_chpot,13,81505729,189837356,200,129,200,0,129,1.752942,2669163,129,0,0,0
astar_bidir_chpot,14,81505729,189837356,209,153,209,0,153,1.703684,3034277,153,0,0,0
astar_bidir_chpot,15,81505729,189837356,291,220,292,0,220,3.248681,3645822,220,0,0,0
astar_bidir_chpot,16,81505729,189837356,379,260,380,0,260,2.1175230000000003,4545479,260,0,0,0
astar_bidir_chpot,17,81505729,189837356,368,233,371,0,233,1.8309279999999999,5745528,233,0,0,0
astar_bidir_chpot,18,81505729,189837356,591,513,592,0,513,1.896437,7175709,513,0,0,0
astar_bidir_chpot,19,81505729,189837356,759,633,761,0,633,2.938739,9001053,633,0,0,0
astar_bidir_chpot,20,81505729,189837356,925,784,927,0,784,2.297787,13543884,784,0,0,0
astar_bidir_chpot,21,81505729,189837356,6645,5684,7027,2,5339,446.59981799999997,24289184,1405,2,1,0
astar_bidir_chpot,22,81505729,189837356,303643,290572,326450,10,290391,13566.515812,32981224,1913,2,1,0
astar_bidir_chpot,23,81505729,189837356,850149,1200048,1312729,77,515316,16378.912373,83550012,2485,4,2,1
astar_bidir_chpot,24,81505729,189837356,1632155,2105442,2338455,222,1104565,14542.191597000001,90792872,3090,7,3,1
astar_bidir_chpot,25,81505729,189837356,2495371,2570818,2830145,204,1552196,14962.444311000001,105573137,4136,8,4,1
astar_bidir_chpot,0,81505729,189837356,3,1,2,0,1,3.442403,0,1,0,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.907437,2160,2,0,0,0
astar_bidir_chpot,2,81505729,189837356,5,2,4,0,2,1.9164080000000001,126288,2,0,0,0
astar_bidir_chpot,3,81505729,189837356,8,5,7,0,5,1.919275,151200,5,0,0,0
astar_bidir_chpot,4,81505729,189837356,12,6,11,0,6,1.924229,439200,6,0,0,0
astar_bidir_chpot,5,81505729,189837356,13,7,12,0,7,1.93621,697950,7,0,0,0
astar_bidir_chpot,6,81505729,189837356,22,10,21,0,10,2.069617,843588,10,0,0,0
astar_bidir_chpot,7,81505729,189837356,28,15,28,0,15,1.935395,1062900,15,0,0,0
astar_bidir_chpot,8,81505729,189837356,59,40,60,0,40,2.278076,1382958,40,0,0,0
astar_bidir_chpot,9,81505729,189837356,72,49,72,0,49,1.94086,1601414,49,0,0,0
astar_bidir_chpot,10,81505729,189837356,122,91,122,0,91,2.659185,1884741,91,0,0,0
astar_bidir_chpot,11,81505729,189837356,123,83,125,0,83,2.635081,2157696,83,0,0,0
astar_bidir_chpot,12,81505729,189837356,95,53,96,0,53,2.1989549999999998,2400435,53,0,0,0
astar_bidir_chpot,13,81505729,189837356,200,129,200,0,129,2.145248,2669163,129,0,0,0
astar_bidir_chpot,14,81505729,189837356,209,153,209,0,153,2.403913,3034277,153,0,0,0
astar_bidir_chpot,15,81505729,189837356,291,220,292,0,220,2.249687,3645822,220,0,0,0
astar_bidir_chpot,16,81505729,189837356,379,260,380,0,260,2.753727,4545479,260,0,0,0
astar_bidir_chpot,17,81505729,189837356,368,233,371,0,233,3.501802,5745528,233,0,0,0
astar_bidir_chpot,18,81505729,189837356,591,513,592,0,513,2.396441,7175709,513,0,0,0
astar_bidir_chpot,19,81505729,189837356,759,633,761,0,633,3.229156,9001053,633,0,0,0
astar_bidir_chpot,20,81505729,189837356,925,784,927,0,784,2.8388850000000003,13543884,784,0,0,0
astar_bidir_chpot,21,81505729,189837356,6645,5684,7027,2,5339,3.253511,24289184,1405,2,1,0
astar_bidir_chpot,22,81505729,189837356,303643,290572,326450,10,290391,3.39711,32981224,1913,2,1,0
astar_bidir_chpot,23,81505729,189837356,850149,1200048,1312729,77,515316,86.04559,83550012,2485,4,2,1
astar_bidir_chpot,24,81505729,189837356,1632155,2105442,2338455,222,1104565,10.512466,90792872,3090,7,3,1
astar_bidir_chpot,25,81505729,189837356,2495371,2570818,2830145,204,1552196,44.318662,105573137,4136,8,4,1
astar_bidir_chpot,0,81505729,189837356,3,1,2,0,1,2.6442750000000004,0,1,0,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.887654,2160,2,0,0,0
astar_bidir_chpot,2,81505729,189837356,5,2,4,0,2,1.578905,126288,2,0,0,0
astar_bidir_chpot,3,81505729,189837356,8,5,7,0,5,1.5889199999999999,151200,5,0,0,0
astar_bidir_chpot,4,81505729,189837356,12,6,11,0,6,1.5986010000000002,439200,6,0,0,0
astar_bidir_chpot,5,81505729,189837356,13,7,12,0,7,1.5907390000000001,697950,7,0,0,0
astar_bidir_chpot,6,81505729,189837356,22,10,21,0,10,1.593316,843588,10,0,0,0
astar_bidir_chpot,7,81505729,189837356,28,15,28,0,15,1.591955,1062900,15,0,0,0
astar_bidir_chpot,8,81505729,189837356,59,40,60,0,40,1.658113,1382958,40,0,0,0
astar_bidir_chpot,9,81505729,189837356,72,49,72,0,49,2.130216,1601414,49,0,0,0
astar_bidir_chpot,10,81505729,189837356,122,91,122,0,91,1.819038,1884741,91,0,0,0
astar_bidir_chpot,11,81505729,189837356,123,83,125,0,83,1.7490430000000001,2157696,83,0,0,0
astar_bidir_chpot,12,81505729,189837356,95,53,96,0,53,1.853492,2400435,53,0,0,0
astar_bidir_chpot,13,81505729,189837356,200,129,200,0,129,2.195248,2669163,129,0,0,0
astar_bidir_chpot,14,81505729,189837356,209,153,209,0,153,1.885942,3034277,153,0,0,0
astar_bidir_chpot,15,81505729,189837356,291,220,292,0,220,1.964482,3645822,220,0,0,0
astar_bidir_chpot,16,81505729,189837356,379,260,380,0,260,2.049551,4545479,260,0,0,0
astar_bidir_chpot,17,81505729,189837356,368,233,371,0,233,1.950564,5745528,233,0,0,0
astar_bidir_chpot,18,81505729,189837356,591,513,592,0,513,2.154458,7175709,513,0,0,0
astar_bidir_chpot,19,81505729,189837356,759,633,761,0,633,3.0697699999999997,9001053,633,0,0,0
astar_bidir_chpot,20,81505729,189837356,925,784,927,0,784,3.1603339999999998,13543884,784,0,0,0
astar_bidir_chpot,21,81505729,189837356,6645,5684,7027,2,5339,1207.741704,24289184,1405,2,1,0
astar_bidir_chpot,22,81505729,189837356,303643,290572,326450,10,290391,889.9862880000001,32981224,1913,2,1,0
astar_bidir_chpot,23,81505729,189837356,850149,1200048,1312729,77,515316,54.554317999999995,83550012,2485,4,2,1
astar_bidir_chpot,24,81505729,189837356,1632155,2105442,2338455,222,1104565,2911.761381,90792872,3090,7,3,1
astar_bidir_chpot,25,81505729,189837356,2495371,2570818,2830145,204,1552196,8539.713318,105573137,4136,8,4,1
astar_bidir_chpot,0,81505729,189837356,3,1,2,0,1,4.368480999999999,0,1,0,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.7369690000000002,2160,2,0,0,0
astar_bidir_chpot,2,81505729,189837356,5,2,4,0,2,1.7639349999999998,126288,2,0,0,0
astar_bidir_chpot,3,81505729,189837356,8,5,7,0,5,1.7480149999999999,151200,5,0,0,0
astar_bidir_chpot,4,81505729,189837356,12,6,11,0,6,1.766885,439200,6,0,0,0
astar_bidir_chpot,5,81505729,189837356,13,7,12,0,7,1.751076,697950,7,0,0,0
astar_bidir_chpot,6,81505729,189837356,22,10,21,0,10,1.7885920000000002,843588,10,0,0,0
astar_bidir_chpot,7,81505729,189837356,28,15,28,0,15,1.7988410000000001,1062900,15,0,0,0
astar_bidir_chpot,8,81505729,189837356,59,40,60,0,40,1.9643210000000002,1382958,40,0,0,0
astar_bidir_chpot,9,81505729,189837356,72,49,72,0,49,2.147892,1601414,49,0,0,0
astar_bidir_chpot,10,81505729,189837356,122,91,122,0,91,2.172545,1884741,91,0,0,0
astar_bidir_chpot,11,81505729,189837356,123,83,125,0,83,1.9058689999999998,2157696,83,0,0,0
astar_bidir_chpot,12,81505729,189837356,95,53,96,0,53,2.375974,2400435,53,0,0,0
astar_bidir_chpot,13,81505729,189837356,200,129,200,0,129,1.9441359999999999,2669163,129,0,0,0
astar_bidir_chpot,14,81505729,189837356,209,153,209,0,153,2.016137,3034277,153,0,0,0
astar_bidir_chpot,15,81505729,189837356,291,220,292,0,220,2.2570490000000003,3645822,220,0,0,0
astar_bidir_chpot,16,81505729,189837356,379,260,380,0,260,2.6141099999999997,4545479,260,0,0,0
astar_bidir_chpot,17,81505729,189837356,368,233,371,0,233,2.526116,5745528,233,0,0,0
astar_bidir_chpot,18,81505729,189837356,591,513,592,0,513,3.667511,7175709,513,0,0,0
astar_bidir_chpot,19,81505729,189837356,759,633,761,0,633,2.8098810000000003,9001053,633,0,0,0
astar_bidir_chpot,20,81505729,189837356,925,784,927,0,784,1056.925698,13543884,784,0,0,0
astar_bidir_chpot,21,81505729,189837356,6645,5684,7027,2,5339,1285.47431,24289184,1405,2,1,0
astar_bidir_chpot,22,81505729,189837356,303643,290572,326450,10,290391,1321.447099,32981224,1913,2,1,0
astar_bidir_chpot,23,81505729,189837356,850149,1200048,1312729,77,515316,1470.001266,83550012,2485,4,2,1
astar_bidir_chpot,24,81505729,189837356,1632155,2105442,2338455,222,1104565,1546.202192,90792872,3090,7,3,1
astar_bidir_chpot,25,81505729,189837356,2495371,2570818,2830145,204,1552196,1225.102897,105573137,4136,8,4,1
astar_bidir_chpot,0,81505729,189837356,3,1,2,0,1,3.582254,0,1,0,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.52173,2160,2,0,0,0
astar_bidir_chpot,2,81505729,189837356,5,2,4,0,2,1.6930020000000001,126288,2,0,0,0
astar_bidir_chpot,3,81505729,189837356,8,5,7,0,5,1.537922,151200,5,0,0,0
astar_bidir_chpot,4,81505729,189837356,12,6,11,0,6,1.520238,439200,6,0,0,0
astar_bidir_chpot,5,81505729,189837356,13,7,12,0,7,1.552141,697950,7,0,0,0
astar_bidir_chpot,6,81505729,189837356,22,10,21,0,10,1.8924370000000001,843588,10,0,0,0
astar_bidir_chpot,7,81505729,189837356,28,15,28,0,15,1.721484,1062900,15,0,0,0
astar_bidir_chpot,8,81505729,189837356,59,40,60,0,40,1.9145150000000002,1382958,40,0,0,0
astar_bidir_chpot,9,81505729,189837356,72,49,72,0,49,1.598034,1601414,49,0,0,0
astar_bidir_chpot,10,81505729,189837356,122,91,122,0,91,1.643823,1884741,91,0,0,0
astar_bidir_chpot,11,81505729,189837356,123,83,125,0,83,1.649657,2157696,83,0,0,0
astar_bidir_chpot,12,81505729,189837356,95,53,96,0,53,2.0209989999999998,2400435,53,0,0,0
astar_bidir_chpot,13,81505729,189837356,200,129,200,0,129,2.2543580000000003,2669163,129,0,0,0
astar_bidir_chpot,14,81505729,189837356,209,153,209,0,153,1.899055,3034277,153,0,0,0
astar_bidir_chpot,15,81505729,189837356,291,220,292,0,220,1.917101,3645822,220,0,0,0
astar_bidir_chpot,16,81505729,189837356,379,260,380,0,260,2.3590400000000002,4545479,260,0,0,0
astar_bidir_chpot,17,81505729,189837356,368,233,371,0,233,2.5808,5745528,233,0,0,0
astar_bidir_chpot,18,81505729,189837356,591,513,592,0,513,2.202483,7175709,513,0,0,0
astar_bidir_chpot,19,81505729,189837356,759,633,761,0,633,2.613927,9001053,633,0,0,0
astar_bidir_chpot,20,81505729,189837356,925,784,927,0,784,3.1223039999999997,13543884,784,0,0,0
astar_bidir_chpot,21,81505729,189837356,6645,5684,7027,2,5339,41.560553,24289184,1405,2,1,0
astar_bidir_chpot,22,81505729,189837356,303643,290572,326450,10,290391,38.423374,32981224,1913,2,1,0
astar_bidir_chpot,23,81505729,189837356,850149,1200048,1312729,77,515316,2309.076921,83550012,2485,4,2,1
astar_bidir_chpot,24,81505729,189837356,1632155,2105442,2338455,222,1104565,2991.2800310000002,90792872,3090,7,3,1
astar_bidir_chpot,25,81505729,189837356,2495371,2570818,2830145,204,1552196,4337.949833,105573137,4136,8,4,1
astar_bidir_chpot,0,81505729,189837356,3,1,2,0,1,2.138318,0,1,0,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.568815,2160,2,0,0,0
astar_bidir_chpot,2,81505729,189837356,5,2,4,0,2,1.4345199999999998,126288,2,0,0,0
astar_bidir_chpot,3,81505729,189837356,8,5,7,0,5,1.428177,151200,5,0,0,0
astar_bidir_chpot,4,81505729,189837356,12,6,11,0,6,1.814473,439200,6,0,0,0
astar_bidir_chpot,5,81505729,189837356,13,7,12,0,7,1.452811,697950,7,0,0,0
astar_bidir_chpot,6,81505729,189837356,22,10,21,0,10,1.425303,843588,10,0,0,0
astar_bidir_chpot,7,81505729,189837356,28,15,28,0,15,1.512411,1062900,15,0,0,0
astar_bidir_chpot,8,81505729,189837356,59,40,60,0,40,1.494906,1382958,40,0,0,0
astar_bidir_chpot,9,81505729,189837356,72,49,72,0,49,1.514919,1601414,49,0,0,0
astar_bidir_chpot,10,81505729,189837356,122,91,122,0,91,1.563035,1884741,91,0,0,0
astar_bidir_chpot,11,81505729,189837356,123,83,125,0,83,1.5531849999999998,2157696,83,0,0,0
astar_bidir_chpot,12,81505729,189837356,95,53,96,0,53,1.600751,2400435,53,0,0,0
astar_bidir_chpot,13,81505729,189837356,200,129,200,0,129,1.8163509999999998,2669163,129,0,0,0
astar_bidir_chpot,14,81505729,189837356,209,153,209,0,153,1.710638,3034277,153,0,0,0
astar_bidir_chpot,15,81505729,189837356,291,220,292,0,220,1.916973,3645822,220,0,0,0
astar_bidir_chpot,16,81505729,189837356,379,260,380,0,260,1.762977,4545479,260,0,0,0
astar_bidir_chpot,17,81505729,189837356,368,233,371,0,233,2.139949,5745528,233,0,0,0
astar_bidir_chpot,18,81505729,189837356,591,513,592,0,513,3.482477,7175709,513,0,0,0
astar_bidir_chpot,19,81505729,189837356,759,633,761,0,633,3.113981,9001053,633,0,0,0
astar_bidir_chpot,20,81505729,189837356,925,784,927,0,784,3.3220609999999997,13543884,784,0,0,0
astar_bidir_chpot,21,81505729,189837356,6645,5684,7027,2,5339,514.8349949999999,24289184,1405,2,1,0
astar_bidir_chpot,22,81505729,189837356,303643,290572,326450,10,290391,102.645492,32981224,1913,2,1,0
astar_bidir_chpot,23,81505729,189837356,850149,1200048,1312729,77,515316,625.260076,83550012,2485,4,2,1
astar_bidir_chpot,24,81505729,189837356,1632155,2105442,2338455,222,1104565,1942.756407,90792872,3090,7,3,1
astar_bidir_chpot,25,81505729,189837356,2495371,2570818,2830145,204,1552196,3988.471513,105573137,4136,8,4,1
dijkstra_bidir,0,81505729,189837356,3,1,2,0,1,1.465521,0,1,0,0,0
dijkstra_bidir,1,81505729,189837356,4,2,3,0,2,1.265064,2160,2,0,0,0
dijkstra_bidir,2,81505729,189837356,5,2,4,0,2,1.452386,126288,2,0,0,0
dijkstra_bidir,3,81505729,189837356,8,5,7,0,5,1.28885,151200,5,0,0,0
dijkstra_bidir,4,81505729,189837356,12,6,11,0,6,1.951402,439200,6,0,0,0
dijkstra_bidir,5,81505729,189837356,13,7,12,0,7,2.4588900000000002,697950,7,0,0,0
dijkstra_bidir,6,81505729,189837356,22,10,21,0,10,2.0165539999999997,843588,10,0,0,0
dijkstra_bidir,7,81505729,189837356,28,15,28,0,15,3.385679,1062900,15,0,0,0
dijkstra_bidir,8,81505729,189837356,59,40,60,0,40,1.623424,1382958,40,0,0,0
dijkstra_bidir,9,81505729,189837356,72,49,72,0,49,1.9964430000000002,1601414,49,0,0,0
dijkstra_bidir,10,81505729,189837356,122,91,122,0,91,3.287592,1884741,91,0,0,0
dijkstra_bidir,11,81505729,189837356,123,83,125,0,83,2.564981,2157696,83,0,0,0
dijkstra_bidir,12,81505729,189837356,95,53,96,0,53,2.601127,2400435,53,0,0,0
dijkstra_bidir,13,81505729,189837356,200,129,200,0,129,2.211558,2669163,129,0,0,0
dijkstra_bidir,14,81505729,189837356,209,153,209,0,153,6.777397,3034277,153,0,0,0
dijkstra_bidir,15,81505729,189837356,291,220,292,0,220,5.835823,3645822,220,0,0,0
dijkstra_bidir,16,81505729,189837356,379,260,380,0,260,10.215228999999999,4545479,260,0,0,0
dijkstra_bidir,17,81505729,189837356,368,233,371,0,233,17.747061000000002,5745528,233,0,0,0
dijkstra_bidir,18,81505729,189837356,591,513,592,0,513,121.85277599999999,7175709,513,0,0,0
dijkstra_bidir,19,81505729,189837356,759,633,761,0,633,143.08808000000002,9001053,633,0,0,0
dijkstra_bidir,20,81505729,189837356,925,784,927,0,784,565.262128,13543884,784,0,0,0
dijkstra_bidir,21,81505729,189837356,6645,5684,7027,2,5339,2635.800484,24289184,1405,2,1,0
dijkstra_bidir,22,81505729,189837356,303643,290572,326450,10,290391,7643.534533,32981224,1913,2,1,0
dijkstra_bidir,23,81505729,189837356,850149,1200048,1312729,77,515316,73841.63407100001,83550012,2485,4,2,1
dijkstra_bidir,24,81505729,189837356,1632155,2105442,2338455,222,1104565,151808.566196,90792872,3090,7,3,1
dijkstra_bidir,25,81505729,189837356,2495371,2570818,2830145,204,1552196,201482.227659,105573137,4136,8,4,1
dijkstra_bidir,0,81505729,189837356,3,1,2,0,1,1.3091050000000002,0,1,0,0,0
dijkstra_bidir,1,81505729,189837356,4,2,3,0,2,1.255484,2160,2,0,0,0
dijkstra_bidir,2,81505729,189837356,5,2,4,0,2,1.243322,126288,2,0,0,0
dijkstra_bidir,3,81505729,189837356,8,5,7,0,5,1.261671,151200,5,0,0,0
dijkstra_bidir,4,81505729,189837356,12,6,11,0,6,1.270667,439200,6,0,0,0
dijkstra_bidir,5,81505729,189837356,13,7,12,0,7,1.288895,697950,7,0,0,0
dijkstra_bidir,6,81505729,189837356,22,10,21,0,10,1.298395,843588,10,0,0,0
dijkstra_bidir,7,81505729,189837356,28,15,28,0,15,1.321976,1062900,15,0,0,0
dijkstra_bidir,8,81505729,189837356,59,40,60,0,40,1.439951,1382958,40,0,0,0
dijkstra_bidir,9,81505729,189837356,72,49,72,0,49,1.5294079999999999,1601414,49,0,0,0
dijkstra_bidir,10,81505729,189837356,122,91,122,0,91,1.594901,1884741,91,0,0,0
dijkstra_bidir,11,81505729,189837356,123,83,125,0,83,1.8578430000000001,2157696,83,0,0,0
dijkstra_bidir,12,81505729,189837356,95,53,96,0,53,2.928894,2400435,53,0,0,0
dijkstra_bidir,13,81505729,189837356,200,129,200,0,129,3.1700679999999997,2669163,129,0,0,0
dijkstra_bidir,14,81505729,189837356,209,153,209,0,153,4.476377,3034277,153,0,0,0
