parking_set_type,parking_set_size,time_ms,path_distance
ev,56011,6.928491999999999,NaN
ev,56011,7.045185,NaN
ev,56011,5.2480210000000005,NaN
ev,56011,1.843785,7520049
ev,56011,3.928806,58229508
ev,56011,5.573979,132682782
ev,56011,2.844181,NaN
ev,56011,3.415679,98221355
ev,56011,3.511176,32852661
ev,56011,2.1478230000000003,NaN
ev,56011,3.702333,NaN
ev,56011,3.7079869999999997,81601865
ev,56011,2.178274,6531303
ev,56011,4.6058460000000006,105388379
ev,56011,5.830730999999999,NaN
ev,56011,1.9417740000000001,NaN
ev,56011,3.844885,150412501
ev,56011,3.398558,100276275
ev,56011,4.3976809999999995,209432459
ev,56011,3.947039,74202728
ev,56011,4.185131,48016444
ev,56011,1.9887149999999998,10412588
ev,56011,3.145622,NaN
ev,56011,4.5393040000000004,96759202
ev,56011,3.97489,NaN
ev,56011,3.3632940000000002,NaN
ev,56011,2.29534,15219181
ev,56011,3.81985,77956027
ev,56011,6.850951,NaN
ev,56011,1.719766,NaN
ev,56011,4.858878,129929561
ev,56011,3.4535970000000002,76513367
ev,56011,2.608503,93906115
ev,56011,2.636073,24947973
ev,56011,3.656143,129784585
ev,56011,2.617442,39383646
ev,56011,4.1916899999999995,NaN
ev,56011,4.552454,NaN
ev,56011,2.750158,34156718
ev,56011,2.981876,20883461
ev,56011,5.960644,NaN
ev,56011,4.439044,NaN
ev,56011,3.186284,70657324
ev,56011,2.12622,37698807
ev,56011,2.409428,30935805
ev,56011,1.865221,27685095
ev,56011,2.62423,22889846
ev,56011,4.389296,NaN
ev,56011,4.2421489999999995,131947307
ev,56011,8.558150000000001,NaN
ev,56011,4.346985,49789644
ev,56011,4.246443,NaN
ev,56011,2.6125100000000003,NaN
ev,56011,4.92896,NaN
ev,56011,1.9893200000000002,6658203
ev,56011,2.1895399999999996,91221104
ev,56011,1.531196,NaN
ev,56011,3.4425649999999997,70971778
ev,56011,3.141299,30252439
ev,56011,3.9095830000000005,122970978
ev,56011,5.346878,NaN
ev,56011,2.651613,38772475
ev,56011,2.927996,NaN
ev,56011,5.552886,NaN
ev,56011,5.359743,NaN
ev,56011,6.419951999999999,NaN
ev,56011,6.715615000000001,NaN
ev,56011,6.4729280000000005,NaN
ev,56011,4.178275999999999,NaN
ev,56011,4.534609000000001,124964594
ev,56011,2.470536,81130547
ev,56011,5.501594,115906468
ev,56011,4.891906,126566982
ev,56011,3.687048,NaN
ev,56011,5.137722,69457927
ev,56011,3.9219779999999997,122993134
ev,56011,6.256957,NaN
ev,56011,3.129482,27037021
ev,56011,5.562432,NaN
ev,56011,6.228995,NaN
ev,56011,6.122573,NaN
ev,56011,3.662359,105123809
ev,56011,3.6050079999999998,82136408
ev,56011,3.881875,142514161
ev,56011,3.258061,NaN
ev,56011,6.978810999999999,NaN
ev,56011,3.254627,29510298
ev,56011,3.1239190000000003,NaN
ev,56011,4.749747999999999,139377284
ev,56011,6.472493,NaN
ev,56011,2.936182,31633701
ev,56011,4.666441000000001,NaN
ev,56011,2.880291,90270348
ev,56011,4.477676,120237293
ev,56011,4.4835270000000005,NaN
ev,56011,4.456156999999999,49526580
ev,56011,4.863459,98007336
ev,56011,6.3221620000000005,NaN
ev,56011,2.472547,60688562
ev,56011,3.0551380000000004,NaN
ev,56011,5.773017,NaN
ev,56011,3.556278,63862769
ev,56011,4.836233,NaN
ev,56011,4.396477,45867363
ev,56011,3.843806,35116737
ev,56011,3.3254159999999997,112155351
ev,56011,1.568453,NaN
ev,56011,4.27031,69378787
ev,56011,3.176296,40742292
ev,56011,1.396221,NaN
ev,56011,3.300564,114083022
ev,56011,4.914097,172348646
ev,56011,3.6969619999999996,122285544
ev,56011,2.8407340000000003,NaN
ev,56011,3.214194,135230446
ev,56011,3.943938,36641096
ev,56011,3.7556830000000003,90516528
ev,56011,3.659079,83217570
ev,56011,5.393415,82923105
ev,56011,4.211784,101303812
ev,56011,2.705325,26737625
ev,56011,2.59619,48673734
ev,56011,4.281138,115780044
ev,56011,5.151793,188934967
ev,56011,5.627003,NaN
ev,56011,3.567924,133110600
ev,56011,2.695573,89498014
ev,56011,4.533142000000001,64889371
ev,56011,2.979858,37824431
ev,56011,2.844754,51614619
ev,56011,5.876326000000001,NaN
ev,56011,1.9830859999999997,36555186
ev,56011,3.7252330000000002,NaN
ev,56011,3.416676,NaN
ev,56011,2.708478,12806188
ev,56011,2.0852969999999997,NaN
ev,56011,4.763461,NaN
ev,56011,2.805361,27389009
ev,56011,3.523885,35699705
ev,56011,3.532114,101342674
ev,56011,3.052847,61486319
ev,56011,1.555479,15992591
ev,56011,4.753656,140635560
ev,56011,2.505762,25278488
ev,56011,4.604616,78361516
ev,56011,2.4100070000000002,92872724
ev,56011,3.341973,52069239
ev,56011,3.607642,61089323
ev,56011,4.649197,NaN
ev,56011,3.867836,49721003
ev,56011,4.26326,138259277
ev,56011,2.673796,89378562
ev,56011,2.968682,27153399
ev,56011,2.410589,13577500
ev,56011,3.682122,21213174
ev,56011,6.1168309999999995,NaN
ev,56011,5.126468,NaN
ev,56011,8.142828,NaN
ev,56011,2.622132,13824671
ev,56011,3.459051,99498495
ev,56011,3.9503330000000005,51453584
ev,56011,2.1227389999999997,46675579
ev,56011,2.3394470000000003,7617972
ev,56011,3.285216,32472934
ev,56011,4.128762999999999,120502279
ev,56011,3.100989,39559781
ev,56011,3.380932,NaN
ev,56011,6.516166,NaN
ev,56011,4.27768,132365193
ev,56011,5.365461,NaN
ev,56011,1.81384,24968401
ev,56011,4.028196,58821159
ev,56011,2.529925,12285187
ev,56011,4.607833,75624456
ev,56011,2.120943,82307676
ev,56011,6.4176839999999995,NaN
ev,56011,6.345639,NaN
ev,56011,2.727435,25052185
ev,56011,5.476833,55876475
ev,56011,2.988811,23873185
