algo,graph_num_nodes,graph_num_edges,num_queue_pushes,num_settled,num_labels_propagated,num_labels_reset,num_nodes_searched,time_ms,path_distance,path_number_nodes,path_number_flagged_nodes,path_number_short_pauses,path_number_long_pauses
astar_chpot,12547874,29477659,1663,1414,1669,1,1414,1.523341,14640228,1414,0,0,0
astar_chpot,12547874,29477659,3325,2946,3418,1,2079,2.200373,23826249,1993,1,1,0
astar_chpot,12547874,29477659,571,446,576,0,446,0.861316,3935052,446,0,0,0
astar_chpot,12547874,29477659,728,553,738,2,553,0.908143,4907122,553,0,0,0
astar_chpot,12547874,29477659,1703,1252,1745,3,1252,1.5537109999999998,10706859,1252,0,0,0
astar_chpot,12547874,29477659,1291,961,1302,1,961,1.281839,9103564,961,0,0,0
astar_chpot,12547874,29477659,1816,1611,1827,3,1611,1.569882,14859531,1611,0,0,0
astar_chpot,12547874,29477659,1846,1295,1862,0,1295,1.661657,9313161,1295,0,0,0
astar_chpot,12547874,29477659,1379,1016,1392,1,1016,1.193866,9555623,1016,0,0,0
astar_chpot,12547874,29477659,1117,954,1123,1,954,1.184221,7574758,954,0,0,0
astar_chpot,12547874,29477659,1940,1555,1958,1,1555,1.7135,13274835,1549,0,0,0
astar_chpot,12547874,29477659,4267,3474,4386,11,3097,3.177638,21382386,1724,3,1,0
astar_chpot,12547874,29477659,1020,666,1032,0,666,0.9057839999999999,5161544,666,0,0,0
astar_chpot,12547874,29477659,1510,1119,1535,0,1119,1.487,8523078,1119,0,0,0
astar_chpot,12547874,29477659,459,358,461,0,358,0.656585,3246889,358,0,0,0
astar_chpot,12547874,29477659,7050,5839,7338,48,5186,4.529075,25195892,1978,2,1,0
astar_chpot,12547874,29477659,6744,5651,6937,22,4580,4.496002,22426594,2094,3,1,0
astar_chpot,12547874,29477659,1174,880,1182,0,880,1.302805,7859788,880,0,0,0
astar_chpot,12547874,29477659,1766,1564,1775,4,1564,1.5356239999999999,14669204,1564,0,0,0
astar_chpot,12547874,29477659,837,655,839,0,655,1.068028,6093605,655,0,0,0
astar_chpot,12547874,29477659,1468,1246,1488,5,1246,1.363922,12281023,1234,0,0,0
astar_chpot,12547874,29477659,6297,5300,6452,7,4795,4.125799000000001,19895654,1665,2,1,0
astar_chpot,12547874,29477659,1499,1227,1525,7,1227,1.780346,12025984,1227,0,0,0
astar_chpot,12547874,29477659,6871,5500,7122,8,4218,4.276641000000001,19681496,1906,1,1,0
astar_chpot,12547874,29477659,1536,1173,1540,0,1173,1.7350539999999999,13499193,1173,0,0,0
astar_chpot,12547874,29477659,827,705,829,0,705,0.960102,7755888,705,0,0,0
astar_chpot,12547874,29477659,1800,1464,1821,6,1464,1.467227,13747740,1464,3,0,0
astar_chpot,12547874,29477659,1876,1357,1886,0,1357,1.570292,12505202,1357,0,0,0
astar_chpot,12547874,29477659,1795,1414,1817,1,1414,1.501373,13816827,1414,0,0,0
astar_chpot,12547874,29477659,1462,1129,1468,0,1129,1.467767,11224699,1129,0,0,0
astar_chpot,12547874,29477659,57584,48563,61046,6,48039,43.45531,29468479,2360,1,1,0
astar_chpot,12547874,29477659,1281,1049,1295,2,1049,1.2615560000000001,9742758,1049,0,0,0
