algo,dijkstra_rank_exponent,graph_num_nodes,graph_num_edges,num_queue_pushes,num_settled,num_labels_propagated,num_labels_reset,num_nodes_searched,time_ms,path_distance,path_number_nodes,path_number_flagged_nodes,path_number_pauses
astar_bidir_chpot,14,81505729,189837356,203,111,203,0,111,3.046884,3069270,111,0,0
astar_bidir_chpot,15,81505729,189837356,466,250,473,0,250,2.598612,4107010,250,0,0
astar_bidir_chpot,16,81505729,189837356,460,241,465,0,241,3.3587629999999997,5361919,241,0,0
astar_bidir_chpot,17,81505729,189837356,559,312,568,0,312,2.505916,6797608,312,0,0
astar_bidir_chpot,18,81505729,189837356,1183,654,1194,0,654,2.686648,8280347,654,0,0
astar_bidir_chpot,19,81505729,189837356,1121,634,1145,0,634,3.423253,12483044,634,0,0
astar_bidir_chpot,20,81505729,189837356,1380810,1383455,1551298,30,1110824,2.755663,NaN,NaN,NaN,NaN
astar_bidir_chpot,21,81505729,189837356,1378970,1383455,1550947,30,1110824,2.9479520000000003,NaN,NaN,NaN,NaN
astar_bidir_chpot,22,81505729,189837356,1379274,1383455,1552143,30,1110824,3.1063810000000003,NaN,NaN,NaN,NaN
astar_bidir_chpot,23,81505729,189837356,1380795,1383455,1552247,30,1110824,561996.588457,NaN,NaN,NaN,NaN
astar_bidir_chpot,24,81505729,189837356,1379171,1383455,1551366,30,1110824,501221.976207,NaN,NaN,NaN,NaN
astar_bidir_chpot,25,81505729,189837356,1379700,1383455,1551844,30,1110824,495409.305447,NaN,NaN,NaN,NaN
astar_bidir_chpot,0,81505729,189837356,4,1,3,0,1,7.816539000000001,0,1,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.420557,27900,2,0,0
astar_bidir_chpot,2,81505729,189837356,7,3,6,0,3,1.4140789999999999,33966,3,0,0
astar_bidir_chpot,3,81505729,189837356,11,5,10,0,5,1.464804,39582,5,0,0
astar_bidir_chpot,4,81505729,189837356,14,8,13,0,8,1.450326,70308,8,0,0
astar_bidir_chpot,5,81505729,189837356,20,10,19,0,10,1.4705,208062,10,0,0
astar_bidir_chpot,6,81505729,189837356,29,14,28,0,14,1.810808,312948,14,0,0
astar_bidir_chpot,7,81505729,189837356,39,20,38,0,20,1.649553,402228,20,0,0
astar_bidir_chpot,8,81505729,189837356,40,20,39,0,20,1.4977809999999998,476694,20,0,0
astar_bidir_chpot,9,81505729,189837356,78,40,77,0,40,1.490572,623862,40,0,0
astar_bidir_chpot,10,81505729,189837356,84,41,83,0,41,1.845036,765864,41,0,0
astar_bidir_chpot,11,81505729,189837356,118,62,117,0,62,1.8596439999999999,880399,62,0,0
astar_bidir_chpot,12,81505729,189837356,68,35,68,0,35,1.871804,1118376,35,0,0
astar_bidir_chpot,13,81505729,189837356,133,70,135,0,70,1.5784639999999999,1903308,70,0,0
astar_bidir_chpot,14,81505729,189837356,203,111,203,0,111,1.597179,3069270,111,0,0
astar_bidir_chpot,15,81505729,189837356,466,250,473,0,250,1.8626980000000002,4107010,250,0,0
astar_bidir_chpot,16,81505729,189837356,460,241,465,0,241,2.7339439999999997,5361919,241,0,0
astar_bidir_chpot,17,81505729,189837356,559,312,568,0,312,2.337781,6797608,312,0,0
astar_bidir_chpot,18,81505729,189837356,1183,654,1194,0,654,3.249451,8280347,654,0,0
astar_bidir_chpot,19,81505729,189837356,1121,634,1145,0,634,706.301725,12483044,634,0,0
astar_bidir_chpot,20,81505729,189837356,1380810,1383455,1551298,30,1110824,1193.849745,NaN,NaN,NaN,NaN
astar_bidir_chpot,21,81505729,189837356,1378970,1383455,1550947,30,1110824,556.865551,NaN,NaN,NaN,NaN
astar_bidir_chpot,22,81505729,189837356,1379274,1383455,1552143,30,1110824,4537.034831,NaN,NaN,NaN,NaN
astar_bidir_chpot,23,81505729,189837356,1380795,1383455,1552247,30,1110824,550046.939804,NaN,NaN,NaN,NaN
astar_bidir_chpot,24,81505729,189837356,1379171,1383455,1551366,30,1110824,462864.178788,NaN,NaN,NaN,NaN
astar_bidir_chpot,25,81505729,189837356,1379700,1383455,1551844,30,1110824,419.120395,NaN,NaN,NaN,NaN
astar_bidir_chpot,0,81505729,189837356,4,1,3,0,1,2.7491659999999998,0,1,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.7665879999999998,27900,2,0,0
astar_bidir_chpot,2,81505729,189837356,7,3,6,0,3,1.765974,33966,3,0,0
astar_bidir_chpot,3,81505729,189837356,11,5,10,0,5,2.2945930000000003,39582,5,0,0
astar_bidir_chpot,4,81505729,189837356,14,8,13,0,8,2.308268,70308,8,0,0
astar_bidir_chpot,5,81505729,189837356,20,10,19,0,10,1.75825,208062,10,0,0
astar_bidir_chpot,6,81505729,189837356,29,14,28,0,14,1.751828,312948,14,0,0
astar_bidir_chpot,7,81505729,189837356,39,20,38,0,20,1.787743,402228,20,0,0
astar_bidir_chpot,8,81505729,189837356,40,20,39,0,20,1.797564,476694,20,0,0
astar_bidir_chpot,9,81505729,189837356,78,40,77,0,40,1.878795,623862,40,0,0
astar_bidir_chpot,10,81505729,189837356,84,41,83,0,41,1.834114,765864,41,0,0
astar_bidir_chpot,11,81505729,189837356,118,62,117,0,62,1.861574,880399,62,0,0
astar_bidir_chpot,12,81505729,189837356,68,35,68,0,35,2.2406610000000002,1118376,35,0,0
astar_bidir_chpot,13,81505729,189837356,133,70,135,0,70,2.145906,1903308,70,0,0
astar_bidir_chpot,14,81505729,189837356,203,111,203,0,111,2.058924,3069270,111,0,0
astar_bidir_chpot,15,81505729,189837356,466,250,473,0,250,2.19123,4107010,250,0,0
astar_bidir_chpot,16,81505729,189837356,460,241,465,0,241,2.064909,5361919,241,0,0
astar_bidir_chpot,17,81505729,189837356,559,312,568,0,312,2.077877,6797608,312,0,0
astar_bidir_chpot,18,81505729,189837356,1183,654,1194,0,654,3.011234,8280347,654,0,0
astar_bidir_chpot,19,81505729,189837356,1121,634,1145,0,634,2.918783,12483044,634,0,0
astar_bidir_chpot,20,81505729,189837356,1380810,1383455,1551298,30,1110824,2.386886,NaN,NaN,NaN,NaN
astar_bidir_chpot,21,81505729,189837356,1378970,1383455,1550947,30,1110824,3.139414,NaN,NaN,NaN,NaN
astar_bidir_chpot,22,81505729,189837356,1379274,1383455,1552143,30,1110824,2.7205570000000003,NaN,NaN,NaN,NaN
astar_bidir_chpot,23,81505729,189837356,1380795,1383455,1552247,30,1110824,578180.607501,NaN,NaN,NaN,NaN
astar_bidir_chpot,24,81505729,189837356,1379171,1383455,1551366,30,1110824,514976.387571,NaN,NaN,NaN,NaN
astar_bidir_chpot,25,81505729,189837356,1379700,1383455,1551844,30,1110824,478651.560266,NaN,NaN,NaN,NaN
astar_bidir_chpot,0,81505729,189837356,4,1,3,0,1,4.231745,0,1,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,2.047093,27900,2,0,0
astar_bidir_chpot,2,81505729,189837356,7,3,6,0,3,2.054691,33966,3,0,0
astar_bidir_chpot,3,81505729,189837356,11,5,10,0,5,2.062583,39582,5,0,0
astar_bidir_chpot,4,81505729,189837356,14,8,13,0,8,2.079695,70308,8,0,0
astar_bidir_chpot,5,81505729,189837356,20,10,19,0,10,2.252584,208062,10,0,0
astar_bidir_chpot,6,81505729,189837356,29,14,28,0,14,2.093982,312948,14,0,0
astar_bidir_chpot,7,81505729,189837356,39,20,38,0,20,2.1139010000000003,402228,20,0,0
astar_bidir_chpot,8,81505729,189837356,40,20,39,0,20,2.243189,476694,20,0,0
astar_bidir_chpot,9,81505729,189837356,78,40,77,0,40,2.2270499999999998,623862,40,0,0
astar_bidir_chpot,10,81505729,189837356,84,41,83,0,41,2.170964,765864,41,0,0
astar_bidir_chpot,11,81505729,189837356,118,62,117,0,62,2.204288,880399,62,0,0
astar_bidir_chpot,12,81505729,189837356,68,35,68,0,35,2.299921,1118376,35,0,0
astar_bidir_chpot,13,81505729,189837356,133,70,135,0,70,2.626128,1903308,70,0,0
astar_bidir_chpot,14,81505729,189837356,203,111,203,0,111,2.261717,3069270,111,0,0
astar_bidir_chpot,15,81505729,189837356,466,250,473,0,250,2.304615,4107010,250,0,0
astar_bidir_chpot,16,81505729,189837356,460,241,465,0,241,3.40118,5361919,241,0,0
astar_bidir_chpot,17,81505729,189837356,559,312,568,0,312,3.0923220000000002,6797608,312,0,0
astar_bidir_chpot,18,81505729,189837356,1183,654,1194,0,654,3.3830039999999997,8280347,654,0,0
astar_bidir_chpot,19,81505729,189837356,1121,634,1145,0,634,2.521962,12483044,634,0,0
astar_bidir_chpot,20,81505729,189837356,1380810,1383455,1551298,30,1110824,3.210784,NaN,NaN,NaN,NaN
astar_bidir_chpot,21,81505729,189837356,1378970,1383455,1550947,30,1110824,2.8918440000000003,NaN,NaN,NaN,NaN
astar_bidir_chpot,22,81505729,189837356,1379274,1383455,1552143,30,1110824,3.5812370000000002,NaN,NaN,NaN,NaN
astar_bidir_chpot,23,81505729,189837356,1380795,1383455,1552247,30,1110824,3.5041719999999996,NaN,NaN,NaN,NaN
astar_bidir_chpot,24,81505729,189837356,1379171,1383455,1551366,30,1110824,4.784656,NaN,NaN,NaN,NaN
astar_bidir_chpot,25,81505729,189837356,1379700,1383455,1551844,30,1110824,1492.526791,NaN,NaN,NaN,NaN
astar_bidir_chpot,0,81505729,189837356,4,1,3,0,1,4.70643,0,1,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.7521710000000001,27900,2,0,0
astar_bidir_chpot,2,81505729,189837356,7,3,6,0,3,2.0994680000000003,33966,3,0,0
astar_bidir_chpot,3,81505729,189837356,11,5,10,0,5,1.7531370000000002,39582,5,0,0
astar_bidir_chpot,4,81505729,189837356,14,8,13,0,8,1.76936,70308,8,0,0
astar_bidir_chpot,5,81505729,189837356,20,10,19,0,10,1.767141,208062,10,0,0
astar_bidir_chpot,6,81505729,189837356,29,14,28,0,14,2.1194819999999996,312948,14,0,0
astar_bidir_chpot,7,81505729,189837356,39,20,38,0,20,1.780916,402228,20,0,0
astar_bidir_chpot,8,81505729,189837356,40,20,39,0,20,2.015055,476694,20,0,0
astar_bidir_chpot,9,81505729,189837356,78,40,77,0,40,1.835378,623862,40,0,0
astar_bidir_chpot,10,81505729,189837356,84,41,83,0,41,1.8337189999999999,765864,41,0,0
astar_bidir_chpot,11,81505729,189837356,118,62,117,0,62,1.892234,880399,62,0,0
astar_bidir_chpot,12,81505729,189837356,68,35,68,0,35,2.275955,1118376,35,0,0
astar_bidir_chpot,13,81505729,189837356,133,70,135,0,70,2.478283,1903308,70,0,0
astar_bidir_chpot,14,81505729,189837356,203,111,203,0,111,2.348214,3069270,111,0,0
astar_bidir_chpot,15,81505729,189837356,466,250,473,0,250,2.583077,4107010,250,0,0
astar_bidir_chpot,16,81505729,189837356,460,241,465,0,241,2.163623,5361919,241,0,0
astar_bidir_chpot,17,81505729,189837356,559,312,568,0,312,3.090647,6797608,312,0,0
astar_bidir_chpot,18,81505729,189837356,1183,654,1194,0,654,2.522407,8280347,654,0,0
astar_bidir_chpot,19,81505729,189837356,1121,634,1145,0,634,2.778237,12483044,634,0,0
astar_bidir_chpot,20,81505729,189837356,1380810,1383455,1551298,30,1110824,2.8540330000000003,NaN,NaN,NaN,NaN
astar_bidir_chpot,21,81505729,189837356,1378970,1383455,1550947,30,1110824,3.786974,NaN,NaN,NaN,NaN
astar_bidir_chpot,22,81505729,189837356,1379274,1383455,1552143,30,1110824,3.048056,NaN,NaN,NaN,NaN
astar_bidir_chpot,23,81505729,189837356,1380795,1383455,1552247,30,1110824,7.194669,NaN,NaN,NaN,NaN
astar_bidir_chpot,24,81505729,189837356,1379171,1383455,1551366,30,1110824,557.726561,NaN,NaN,NaN,NaN
astar_bidir_chpot,25,81505729,189837356,1379700,1383455,1551844,30,1110824,35055.743429,NaN,NaN,NaN,NaN
astar_bidir_chpot,0,81505729,189837356,4,1,3,0,1,2.694947,0,1,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.9822160000000002,27900,2,0,0
astar_bidir_chpot,2,81505729,189837356,7,3,6,0,3,1.9717419999999999,33966,3,0,0
astar_bidir_chpot,3,81505729,189837356,11,5,10,0,5,1.978165,39582,5,0,0
astar_bidir_chpot,4,81505729,189837356,14,8,13,0,8,2.001614,70308,8,0,0
astar_bidir_chpot,5,81505729,189837356,20,10,19,0,10,1.997264,208062,10,0,0
astar_bidir_chpot,6,81505729,189837356,29,14,28,0,14,2.170356,312948,14,0,0
astar_bidir_chpot,7,81505729,189837356,39,20,38,0,20,2.157113,402228,20,0,0
astar_bidir_chpot,8,81505729,189837356,40,20,39,0,20,2.198278,476694,20,0,0
astar_bidir_chpot,9,81505729,189837356,78,40,77,0,40,2.041475,623862,40,0,0
astar_bidir_chpot,10,81505729,189837356,84,41,83,0,41,2.1296399999999998,765864,41,0,0
astar_bidir_chpot,11,81505729,189837356,118,62,117,0,62,2.251089,880399,62,0,0
astar_bidir_chpot,12,81505729,189837356,68,35,68,0,35,2.282998,1118376,35,0,0
astar_bidir_chpot,13,81505729,189837356,133,70,135,0,70,2.3683240000000003,1903308,70,0,0
astar_bidir_chpot,14,81505729,189837356,203,111,203,0,111,2.2205179999999998,3069270,111,0,0
astar_bidir_chpot,15,81505729,189837356,466,250,473,0,250,2.21841,4107010,250,0,0
astar_bidir_chpot,16,81505729,189837356,460,241,465,0,241,2.2734650000000003,5361919,241,0,0
astar_bidir_chpot,17,81505729,189837356,559,312,568,0,312,2.805272,6797608,312,0,0
astar_bidir_chpot,18,81505729,189837356,1183,654,1194,0,654,3.016164,8280347,654,0,0
astar_bidir_chpot,19,81505729,189837356,1121,634,1145,0,634,2.706933,12483044,634,0,0
astar_bidir_chpot,20,81505729,189837356,1380810,1383455,1551298,30,1110824,3.1019609999999997,NaN,NaN,NaN,NaN
astar_bidir_chpot,21,81505729,189837356,1378970,1383455,1550947,30,1110824,3.43638,NaN,NaN,NaN,NaN
astar_bidir_chpot,22,81505729,189837356,1379274,1383455,1552143,30,1110824,4.001981,NaN,NaN,NaN,NaN
astar_bidir_chpot,23,81505729,189837356,1380795,1383455,1552247,30,1110824,22.587041,NaN,NaN,NaN,NaN
astar_bidir_chpot,24,81505729,189837356,1379171,1383455,1551366,30,1110824,8.009309,NaN,NaN,NaN,NaN
astar_bidir_chpot,25,81505729,189837356,1379700,1383455,1551844,30,1110824,16.385270000000002,NaN,NaN,NaN,NaN
astar_bidir_chpot,0,81505729,189837356,4,1,3,0,1,6.407367,0,1,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,2.429905,27900,2,0,0
astar_bidir_chpot,2,81505729,189837356,7,3,6,0,3,2.431619,33966,3,0,0
astar_bidir_chpot,3,81505729,189837356,11,5,10,0,5,2.609858,39582,5,0,0
astar_bidir_chpot,4,81505729,189837356,14,8,13,0,8,2.446374,70308,8,0,0
astar_bidir_chpot,5,81505729,189837356,20,10,19,0,10,2.455326,208062,10,0,0
astar_bidir_chpot,6,81505729,189837356,29,14,28,0,14,2.791527,312948,14,0,0
astar_bidir_chpot,7,81505729,189837356,39,20,38,0,20,2.4681260000000003,402228,20,0,0
astar_bidir_chpot,8,81505729,189837356,40,20,39,0,20,2.344017,476694,20,0,0
astar_bidir_chpot,9,81505729,189837356,78,40,77,0,40,2.554401,623862,40,0,0
astar_bidir_chpot,10,81505729,189837356,84,41,83,0,41,2.369979,765864,41,0,0
astar_bidir_chpot,11,81505729,189837356,118,62,117,0,62,2.240501,880399,62,0,0
astar_bidir_chpot,12,81505729,189837356,68,35,68,0,35,3.0055680000000002,1118376,35,0,0
astar_bidir_chpot,13,81505729,189837356,133,70,135,0,70,2.5387220000000004,1903308,70,0,0
astar_bidir_chpot,14,81505729,189837356,203,111,203,0,111,2.61376,3069270,111,0,0
astar_bidir_chpot,15,81505729,189837356,466,250,473,0,250,2.75489,4107010,250,0,0
astar_bidir_chpot,16,81505729,189837356,460,241,465,0,241,2.803289,5361919,241,0,0
astar_bidir_chpot,17,81505729,189837356,559,312,568,0,312,2.527489,6797608,312,0,0
astar_bidir_chpot,18,81505729,189837356,1183,654,1194,0,654,3.1036390000000003,8280347,654,0,0
astar_bidir_chpot,19,81505729,189837356,1121,634,1145,0,634,2.877787,12483044,634,0,0
astar_bidir_chpot,20,81505729,189837356,1380810,1383455,1551298,30,1110824,2.709069,NaN,NaN,NaN,NaN
astar_bidir_chpot,21,81505729,189837356,1378970,1383455,1550947,30,1110824,2.9808220000000003,NaN,NaN,NaN,NaN
astar_bidir_chpot,22,81505729,189837356,1379274,1383455,1552143,30,1110824,3.6397920000000004,NaN,NaN,NaN,NaN
astar_bidir_chpot,23,81505729,189837356,1380795,1383455,1552247,30,1110824,3.747697,NaN,NaN,NaN,NaN
astar_bidir_chpot,24,81505729,189837356,1379171,1383455,1551366,30,1110824,7.2439599999999995,NaN,NaN,NaN,NaN
astar_bidir_chpot,25,81505729,189837356,1379700,1383455,1551844,30,1110824,2530.000169,NaN,NaN,NaN,NaN
astar_bidir_chpot,0,81505729,189837356,4,1,3,0,1,95.683202,0,1,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.4403549999999998,27900,2,0,0
astar_bidir_chpot,2,81505729,189837356,7,3,6,0,3,1.434509,33966,3,0,0
astar_bidir_chpot,3,81505729,189837356,11,5,10,0,5,1.441543,39582,5,0,0
astar_bidir_chpot,4,81505729,189837356,14,8,13,0,8,1.450555,70308,8,0,0
astar_bidir_chpot,5,81505729,189837356,20,10,19,0,10,1.634288,208062,10,0,0
astar_bidir_chpot,6,81505729,189837356,29,14,28,0,14,1.466202,312948,14,0,0
astar_bidir_chpot,7,81505729,189837356,39,20,38,0,20,1.493312,402228,20,0,0
astar_bidir_chpot,8,81505729,189837356,40,20,39,0,20,1.489801,476694,20,0,0
astar_bidir_chpot,9,81505729,189837356,78,40,77,0,40,1.490314,623862,40,0,0
astar_bidir_chpot,10,81505729,189837356,84,41,83,0,41,1.901712,765864,41,0,0
astar_bidir_chpot,11,81505729,189837356,118,62,117,0,62,1.580925,880399,62,0,0
astar_bidir_chpot,12,81505729,189837356,68,35,68,0,35,1.9662970000000002,1118376,35,0,0
astar_bidir_chpot,13,81505729,189837356,133,70,135,0,70,1.959284,1903308,70,0,0
astar_bidir_chpot,14,81505729,189837356,203,111,203,0,111,1.68042,3069270,111,0,0
astar_bidir_chpot,15,81505729,189837356,466,250,473,0,250,1.725501,4107010,250,0,0
astar_bidir_chpot,16,81505729,189837356,460,241,465,0,241,1.7523389999999999,5361919,241,0,0
astar_bidir_chpot,17,81505729,189837356,559,312,568,0,312,1.9903099999999998,6797608,312,0,0
astar_bidir_chpot,18,81505729,189837356,1183,654,1194,0,654,2.437939,8280347,654,0,0
astar_bidir_chpot,19,81505729,189837356,1121,634,1145,0,634,2.2160040000000003,12483044,634,0,0
astar_bidir_chpot,20,81505729,189837356,1380810,1383455,1551298,30,1110824,2.206579,NaN,NaN,NaN,NaN
astar_bidir_chpot,21,81505729,189837356,1378970,1383455,1550947,30,1110824,2.582383,NaN,NaN,NaN,NaN
astar_bidir_chpot,22,81505729,189837356,1379274,1383455,1552143,30,1110824,8.410622,NaN,NaN,NaN,NaN
astar_bidir_chpot,23,81505729,189837356,1380795,1383455,1552247,30,1110824,6.203691,NaN,NaN,NaN,NaN
astar_bidir_chpot,24,81505729,189837356,1379171,1383455,1551366,30,1110824,6.160111000000001,NaN,NaN,NaN,NaN
astar_bidir_chpot,25,81505729,189837356,1379700,1383455,1551844,30,1110824,2722.637728,NaN,NaN,NaN,NaN
astar_bidir_chpot,0,81505729,189837356,4,1,3,0,1,3.451159,0,1,0,0
astar_bidir_chpot,1,81505729,189837356,4,2,3,0,2,1.517491,27900,2,0,0
astar_bidir_chpot,2,81505729,189837356,7,3,6,0,3,1.523439,33966,3,0,0
astar_bidir_chpot,3,81505729,189837356,11,5,10,0,5,1.505559,39582,5,0,0
astar_bidir_chpot,4,81505729,189837356,14,8,13,0,8,1.52701,70308,8,0,0
astar_bidir_chpot,5,81505729,189837356,20,10,19,0,10,1.734149,208062,10,0,0
astar_bidir_chpot,6,81505729,189837356,29,14,28,0,14,1.523291,312948,14,0,0
astar_bidir_chpot,7,81505729,189837356,39,20,38,0,20,1.5557640000000001,402228,20,0,0
astar_bidir_chpot,8,81505729,189837356,40,20,39,0,20,1.568208,476694,20,0,0
astar_bidir_chpot,9,81505729,189837356,78,40,77,0,40,2.105267,623862,40,0,0
astar_bidir_chpot,10,81505729,189837356,84,41,83,0,41,1.938345,765864,41,0,0
astar_bidir_chpot,11,81505729,189837356,118,62,117,0,62,1.612004,880399,62,0,0
astar_bidir_chpot,12,81505729,189837356,68,35,68,0,35,1.713838,1118376,35,0,0
astar_bidir_chpot,13,81505729,189837356,133,70,135,0,70,2.403821,1903308,70,0,0
astar_bidir_chpot,14,81505729,189837356,203,111,203,0,111,1.779044,3069270,111,0,0
astar_bidir_chpot,15,81505729,189837356,466,250,473,0,250,1.80704,4107010,250,0,0
astar_bidir_chpot,16,81505729,189837356,460,241,465,0,241,2.348321,5361919,241,0,0
astar_bidir_chpot,17,81505729,189837356,559,312,568,0,312,3.459634,6797608,312,0,0
astar_bidir_chpot,18,81505729,189837356,1183,654,1194,0,654,2.4267659999999998,8280347,654,0,0
astar_bidir_chpot,19,81505729,189837356,1121,634,1145,0,634,1431.716805,12483044,634,0,0
astar_bidir_chpot,20,81505729,189837356,1380810,1383455,1551298,30,1110824,3671.567513,NaN,NaN,NaN,NaN
astar_bidir_chpot,21,81505729,189837356,1378970,1383455,1550947,30,1110824,3683.1123780000003,NaN,NaN,NaN,NaN
astar_bidir_chpot,22,81505729,189837356,1379274,1383455,1552143,30,1110824,4010.392353,NaN,NaN,NaN,NaN
astar_bidir_chpot,23,81505729,189837356,1380795,1383455,1552247,30,1110824,474384.130486,NaN,NaN,NaN,NaN
astar_bidir_chpot,24,81505729,189837356,1379171,1383455,1551366,30,1110824,478026.284881,NaN,NaN,NaN,NaN
astar_bidir_chpot,25,81505729,189837356,1379700,1383455,1551844,30,1110824,430657.405572,NaN,NaN,NaN,NaN
dijkstra_bidir,0,81505729,189837356,4,1,3,0,1,1.4159979999999999,0,1,0,0
dijkstra_bidir,1,81505729,189837356,4,2,3,0,2,1.324232,27900,2,0,0
dijkstra_bidir,2,81505729,189837356,7,3,6,0,3,1.304722,33966,3,0,0
dijkstra_bidir,3,81505729,189837356,11,5,10,0,5,1.409412,39582,5,0,0
dijkstra_bidir,4,81505729,189837356,14,8,13,0,8,1.3222310000000002,70308,8,0,0
dijkstra_bidir,5,81505729,189837356,20,10,19,0,10,1.3070899999999999,208062,10,0,0
dijkstra_bidir,6,81505729,189837356,29,14,28,0,14,1.460295,312948,14,0,0
dijkstra_bidir,7,81505729,189837356,39,20,38,0,20,1.512518,402228,20,0,0
dijkstra_bidir,8,81505729,189837356,40,20,39,0,20,1.573654,476694,20,0,0
dijkstra_bidir,9,81505729,189837356,78,40,77,0,40,1.755957,623862,40,0,0
dijkstra_bidir,10,81505729,189837356,84,41,83,0,41,2.729726,765864,41,0,0
dijkstra_bidir,11,81505729,189837356,118,62,117,0,62,3.268815,880399,62,0,0
dijkstra_bidir,12,81505729,189837356,68,35,68,0,35,3.4863820000000003,1118376,35,0,0
dijkstra_bidir,13,81505729,189837356,133,70,135,0,70,6.197623,1903308,70,0,0
dijkstra_bidir,14,81505729,189837356,203,111,203,0,111,15.186961,3069270,111,0,0
dijkstra_bidir,15,81505729,189837356,466,250,473,0,250,75.680289,4107010,250,0,0
dijkstra_bidir,16,81505729,189837356,460,241,465,0,241,70.276615,5361919,241,0,0
dijkstra_bidir,17,81505729,189837356,559,312,568,0,312,154.962759,6797608,312,0,0
dijkstra_bidir,18,81505729,189837356,1183,654,1194,0,654,319.880035,8280347,654,0,0
dijkstra_bidir,19,81505729,189837356,1121,634,1145,0,634,812.295686,12483044,634,0,0
dijkstra_bidir,20,81505729,189837356,1380810,1383455,1551298,30,1110824,2388.995737,NaN,NaN,NaN,NaN
dijkstra_bidir,21,81505729,189837356,1378970,1383455,1550947,30,1110824,2236.415166,NaN,NaN,NaN,NaN
dijkstra_bidir,22,81505729,189837356,1379274,1383455,1552143,30,1110824,2298.188908,NaN,NaN,NaN,NaN
dijkstra_bidir,23,81505729,189837356,1380795,1383455,1552247,30,1110824,3445.704349,NaN,NaN,NaN,NaN
dijkstra_bidir,24,81505729,189837356,1379171,1383455,1551366,30,1110824,3411.2365320000004,NaN,NaN,NaN,NaN
dijkstra_bidir,25,81505729,189837356,1379700,1383455,1551844,30,1110824,2281.134208,NaN,NaN,NaN,NaN
dijkstra_bidir,0,81505729,189837356,4,1,3,0,1,1.320258,0,1,0,0
dijkstra_bidir,1,81505729,189837356,4,2,3,0,2,1.2515560000000001,27900,2,0,0
dijkstra_bidir,2,81505729,189837356,7,3,6,0,3,1.2593299999999998,33966,3,0,0
dijkstra_bidir,3,81505729,189837356,11,5,10,0,5,1.248132,39582,5,0,0
dijkstra_bidir,4,81505729,189837356,14,8,13,0,8,1.25915,70308,8,0,0
dijkstra_bidir,5,81505729,189837356,20,10,19,0,10,1.267574,208062,10,0,0
dijkstra_bidir,6,81505729,189837356,29,14,28,0,14,1.310605,312948,14,0,0
dijkstra_bidir,7,81505729,189837356,39,20,38,0,20,1.526362,402228,20,0,0
dijkstra_bidir,8,81505729,189837356,40,20,39,0,20,1.573884,476694,20,0,0
dijkstra_bidir,9,81505729,189837356,78,40,77,0,40,2.001808,623862,40,0,0
dijkstra_bidir,10,81505729,189837356,84,41,83,0,41,2.102487,765864,41,0,0
dijkstra_bidir,11,81505729,189837356,118,62,117,0,62,8.148938999999999,880399,62,0,0
dijkstra_bidir,12,81505729,189837356,68,35,68,0,35,5.949596,1118376,35,0,0
dijkstra_bidir,13,81505729,189837356,133,70,135,0,70,11.480201000000001,1903308,70,0,0
dijkstra_bidir,14,81505729,189837356,203,111,203,0,111,29.718746,3069270,111,0,0
dijkstra_bidir,15,81505729,189837356,466,250,473,0,250,62.198009,4107010,250,0,0
dijkstra_bidir,16,81505729,189837356,460,241,465,0,241,91.085738,5361919,241,0,0
dijkstra_bidir,17,81505729,189837356,559,312,568,0,312,298.743597,6797608,312,0,0
dijkstra_bidir,18,81505729,189837356,1183,654,1194,0,654,506.96088399999996,8280347,654,0,0
dijkstra_bidir,19,81505729,189837356,1121,634,1145,0,634,910.949292,12483044,634,0,0
dijkstra_bidir,20,81505729,189837356,1380810,1383455,1551298,30,1110824,2276.2763050000003,NaN,NaN,NaN,NaN
dijkstra_bidir,21,81505729,189837356,1378970,1383455,1550947,30,1110824,2691.5817039999997,NaN,NaN,NaN,NaN
dijkstra_bidir,22,81505729,189837356,1379274,1383455,1552143,30,1110824,14320.457909,NaN,NaN,NaN,NaN
dijkstra_bidir,23,81505729,189837356,1380795,1383455,1552247,30,1110824,51045.235957000004,NaN,NaN,NaN,NaN
dijkstra_bidir,24,81505729,189837356,1379171,1383455,1551366,30,1110824,50910.407619,NaN,NaN,NaN,NaN
dijkstra_bidir,25,81505729,189837356,1379700,1383455,1551844,30,1110824,54557.692947,NaN,NaN,NaN,NaN
dijkstra_bidir,0,81505729,189837356,4,1,3,0,1,1.298549,0,1,0,0
dijkstra_bidir,1,81505729,189837356,4,2,3,0,2,1.2370219999999998,27900,2,0,0
dijkstra_bidir,2,81505729,189837356,7,3,6,0,3,1.247967,33966,3,0,0
dijkstra_bidir,3,81505729,189837356,11,5,10,0,5,1.266276,39582,5,0,0
dijkstra_bidir,4,81505729,189837356,14,8,13,0,8,1.317906,70308,8,0,0
dijkstra_bidir,5,81505729,189837356,20,10,19,0,10,1.3400239999999999,208062,10,0,0
